system:index,CHILI,EVH,rdnbr,Aspect,Burning.Index,ERC,FM100,FM1000,mTPI,Max Gust,Slope,struccond
769_0,141,1,945.7394869,60.11063,43,54,9.4,12.7,47,21.56999969,15.581612,2
772_0,217,10,1009.547098,225.74582,41,51,10.1,13.2,23,25.17000008,13.790788,2
773_0,215,9,1145.40973,241.57835,61,74,6.2,8.9,20,19.25,17.223644,2
774_0,242,10,355.578655,174.3873,46,60,8.2,11.5,-50,18.96999931,29.301388,2
775_0,230,9,184.225415,236.163,56,77,6.4,8.4,29,13.69999981,28.305773,2
776_0,205,10,853.1946703,195.13492,48,61,7.9,11.5,-1,20.39999962,9.232515,2
777_0,120,10,126.2584351,31.11853,41,54,8.7,12.8,-94,32.20000076,16.981686,2
779_0,197,10,170.3966147,190.76248,39,55,8.5,12.5,19,37.90999985,6.3752613,2
780_0,107,11,465.9572675,68.53053,43,54,9.4,12.7,-81,21.56999969,22.263695,2
782_0,185,10,383.7969543,254.01326,38,49,10.5,12.8,-50,13.64999962,0.80757535,2
783_0,246,11,781.5490596,186.68262,43,54,9.4,12.7,32,23.42000008,33.120438,2
784_0,187,10,680.1877094,200.40028,41,54,8.7,12.8,-17,30.23999977,6.1198792,2
785_0,101,11,770.7009539,321.49323,43,56,8.9,12.2,-55,18.34000015,35.680077,2
787_0,209,11,1161.026743,154.902,52,71,7.1,9.4,-83,14.48999977,32.71798,2
788_0,156,1,1191.869974,53.401436,40,53,10.3,12.3,16,18.30999947,9.739663,2
789_0,164,11,1175.534609,116.1603,51,62,7.8,10.9,69,29.23999977,27.43856,2
790_0,232,12,851.9547787,230.81552,61,76,6.8,8.1,-134,23.03999901,30.16209,2
791_0,171,8,605.2409031,26.83798,52,72,6.8,9.3,-70,16.23999977,2.589764,2
792_0,174,11,30.11015477,332.05594,53,72,6.8,9.1,14,22.19999886,3.2653625,2
793_0,150,1,893.3641071,98.11327,41,53,9.5,12.1,-84,30.95999908,16.38726,2
794_0,185,10,1115.76918,226.96771,34,49,10.4,12.9,20,23.34000015,2.259091,2
795_0,189,10,384.1280037,130.47769,43,56,9.2,12,-39,17.92000008,3.7466197,2
796_0,161,10,-194.5090333,27.730055,54,75,6.7,8.5,36,14.48999977,6.3542686,2
797_0,214,1,647.5742973,134.52036,59,74,6.2,9,-60,14.43999958,9.087646,2
800_0,203,10,314.0473847,150.07628,39,53,8.8,12.8,7,30.38999939,10.709115,2
802_0,142,5,250.328745,110.27005,44,61,7.8,11.3,33,34.75,37.136806,2
803_0,169,1,875.4866538,59.18496,35,49,10.5,12.9,-4,27.23999977,3.8168025,2
804_0,116,10,147.4520041,52.192257,43,59,8.4,11.7,-56,28.38999939,19.484118,2
805_0,213,10,1077.131497,157.11736,54,75,6.8,8.3,30,19.77999878,19.05367,2
806_0,96,11,584.6638061,347.2312,35,49,9.8,13.3,69,34.98999786,28.888426,2
807_0,142,9,1205.284246,10.857098,66,83,5.2,7.3,31,20.65999985,10.0160475,2
808_0,187,10,942.5031707,252.98033,39,53,9.2,12.2,94,31.30999947,4.148229,2
809_0,202,1,1145.757661,265.15012,41,51,10.1,13.2,0,23.76999855,30.54902,2
812_0,175,10,963.6015451,120.054016,50,61,7.8,11.2,6,24.93999863,39.138573,2
813_0,197,11,500.1673795,135.63846,53,74,6.8,8.7,-22,13.50999928,9.391472,2
814_0,119,11,221.6856323,310.65588,38,53,10.1,12.2,-5,29.15999985,14.782428,2
815_0,169,10,979.6362525,74.16505,61,78,6.2,8,59,23.75,4.1437626,2
816_0,192,11,949.3427516,205.92358,41,54,8.8,12.4,79,32.89999771,10.162666,2
818_0,226,9,885.5255537,220.32207,46,59,8.4,11.6,81,27.29999924,22.0896,2
819_0,165,10,719.4406534,315.58832,37,53,8.8,13,51,35.27000046,8.92018,2
820_0,180,11,966.1923296,318.97238,38,53,9.1,12.5,26,35.27999878,3.8629284,2
821_0,144,9,-61.75528734,53.500465,54,74,6.7,8.8,31,13.10999966,12.546065,2
822_0,161,10,929.4032604,312.68823,44,57,9.3,11.6,64,23.63999939,13.91132,2
823_0,189,11,878.5973366,277.02817,35,46,11.2,13.4,22,24.1099987,15.310978,2
824_0,185,9,393.4305701,271.01392,45,55,9.5,11.8,-30,28.18000031,0.5566245,2
827_0,220,10,811.706562,135.05234,41,54,8.8,12.4,6,31.59999847,10.075064,2
828_0,230,10,936.4509594,241.89749,40,51,10.6,12.9,37,21.48999977,23.163052,2
829_0,202,11,640.2547913,181.5926,39,54,9.2,12.1,21,32.54999924,7.6688166,2
830_0,245,10,956.823267,189.7469,37,53,8.8,13,49,33.88999939,28.042223,2
831_0,176,10,456.0565783,290.0327,62,76,6.8,8.3,-11,16.02999878,9.631136,2
832_0,128,11,541.6391399,36.510174,34,49,10.4,12.9,5,23.63999939,18.045229,2
833_0,205,10,1192.766907,153.14798,61,75,6.4,8.5,-41,20.14999962,11.298875,2
834_0,228,10,1209.005407,155.42668,39,51,10,12.5,32,20.3599987,34.08951,2
835_0,180,0,298.545459,204.32076,49,70,6.8,9.7,-20,24.35000038,0.35912654,2
836_0,182,9,1130.57159,215.83447,43,55,9.8,11.9,-4,14.81999969,0.87535274,2
837_0,40,11,477.3580068,358.2665,54,75,6.7,8.5,-16,14.36999989,38.408035,2
838_0,231,11,997.2567657,166.5713,64,81,6,7.5,-8,23.01000023,36.079514,2
839_0,128,11,1120.059044,300.57703,43,56,9.2,12,-19,17.57999992,34.55692,2
842_0,209,10,1238.902755,158.4872,46,58,9.1,11.1,119,23.1099987,17.361057,2
843_0,222,9,1010.825412,220.53624,34,46,11,13.1,51,18.88999939,19.44023,2
844_0,185,11,436.7372104,319.87445,39,49,10.6,12.4,-50,13.56999969,2.3581393,2
845_0,199,8,627.3207256,146.65643,54,75,6.8,8.4,-38,14.5899992,13.339297,2
846_0,117,1,336.890502,19.62507,61,75,6,8.9,-92,17.86999893,23.52744,2
847_0,201,10,523.6021207,214.21245,50,61,7.8,11.2,-19,23.80999947,7.279593,2
848_0,186,8,917.729844,146.49902,55,76,6.6,8.3,73,13.88999939,4.765862,2
850_0,41,10,697.4116506,17.377926,46,54,9.5,11.8,55,31.43999863,35.51458,2
851_0,170,9,1015.57733,2.9381824,46,60,8.2,11.5,-34,19,3.1311116,2
852_0,162,11,237.7561788,72.09899,55,76,6.8,8.3,32,11.73999977,7.9728775,2
853_0,203,11,1178.467363,239.19075,54,75,6.8,8.5,33,16.25,9.457334,2
855_0,179,10,383.8087466,109.19735,53,74,7,8.6,32,13.50999928,3.1509297,2
856_0,164,1,714.5570831,118.294044,43,56,9.2,12,40,17.73999977,24.185312,2
857_0,144,11,1098.224018,329.64548,53,74,6.8,8.7,83,13.42999935,17.181631,2
858_0,208,11,861.5746324,159.16336,54,75,6.8,8.4,41,14.75999928,13.833349,2
859_0,206,9,1202.74057,239.71432,43,55,9,12.1,44,25.54999924,14.686977,2
860_0,155,9,566.2039682,82.732445,43,54,9.4,12.7,-6,21.56999969,14.181209,2
861_0,152,11,907.1838359,86.832794,46,60,8.4,11.2,-7,20.53999901,16.49322,2
862_0,194,11,146.5455101,153.6758,53,74,7,8.6,-8,13.50999928,9.208091,2
863_0,211,1,1290.123359,158.97655,61,75,6.2,8.6,-34,12.17999935,24.752491,2
864_0,246,4,-117.3355011,183.84988,51,71,7,9.3,-4,16.46999931,35.940414,2
865_0,251,11,808.0388531,190.65944,41,53,9.9,12.4,136,17.6099987,34.40034,2
867_0,223,10,610.3715664,161.00368,35,46,11.2,13.4,-39,21.5,40.35125,2
868_0,234,9,878.7647764,237.68999,40,53,10.6,12.1,-7,15.05999947,33.84002,2
869_0,143,10,57.02946427,345.1616,39,53,9,12.6,54,35.20000076,13.573356,2
871_0,224,10,1120.930413,216.7327,45,59,8.4,11.4,79,32.18000031,16.763193,2
872_0,212,10,1163.133096,251.47171,61,79,5.9,8,39,26.93999863,16.409782,2
873_0,200,9,947.2340876,166.75227,39,55,8.5,12.5,22,37.90999985,8.042077,2
874_0,221,10,1082.788409,188.26936,53,74,6.8,8.7,-26,14.75999928,17.19814,2
875_0,200,10,627.7855149,180.9941,43,55,9.8,11.9,-24,14.81999969,11.591195,2
876_0,174,11,391.8623315,108.70125,46,54,9.5,11.8,62,31.43999863,3.6355057,2
878_0,185,4,374.7567166,115.62628,54,75,6.7,8.5,-7,15.61999989,11.12261,2
879_0,224,10,376.4856653,226.07301,41,53,8.9,12.7,49,33.34999847,13.592896,2
880_0,100,11,225.0963911,340.1926,54,75,6.7,8.5,-76,13.97999954,26.788446,2
881_0,167,11,792.3934867,164.82556,43,55,9,12.1,9,25.54999924,13.146224,2
882_0,165,11,969.6896635,109.07162,40,53,10.3,12.3,-2,17.02999878,15.696654,2
883_0,118,11,593.2219619,333.21985,44,61,7.8,11.3,-5,33.86999893,23.976416,2
884_0,235,9,104.7786454,229.96518,56,77,6.4,8.4,103,13.69999981,30.091646,2
885_0,181,10,818.9484964,143.38666,34,46,11,13.1,20,18.88999939,1.6735772,2
886_0,78,11,942.6455649,89.410126,46,59,8.4,11.6,-92,23.61999893,43.380356,2
887_0,165,1,1021.478904,51.186886,46,59,8.4,11.6,21,25.18999863,5.695435,2
888_0,105,1,1101.190133,40.61198,44,56,9.1,12.2,80,27.65999985,21.935318,2
889_0,120,1,588.9909682,336.68793,36,50,9.6,13.3,-31,32.61000061,20.80039,2
890_0,148,11,591.777972,317.3158,41,54,8.7,12.8,33,32.86999893,28.820673,2
891_0,145,1,1319.768461,299.96027,46,60,8.1,11.7,64,20.09000015,25.941917,2
892_0,56,10,855.702475,74.683464,49,60,8.3,11.1,41,28.43000031,46.612904,2
893_0,171,8,677.0995181,341.09164,54,75,6.7,8.6,-94,12.47999954,4.324202,2
894_0,220,11,552.4112113,199.0942,42,55,9.9,11.7,33,14.61999989,12.936018,2
896_0,129,10,1172.9937,74.21458,41,53,9.5,12.1,65,32.46999741,18.582277,2
897_0,120,11,1015.164148,12.19838,39,54,8.6,12.8,-102,31.56999969,17.720844,2
898_0,59,1,646.1647329,352.0974,40,53,10.6,12.1,-2,19,34.944405,2
899_0,166,11,161.3014837,89.912315,32,45,11.3,13.3,25,17.82999992,9.699444,2
900_0,241,11,1108.542691,199.96063,39,53,9,12.6,-12,27.92000008,23.438265,2
901_0,218,10,1194.086836,184.62712,41,53,8.9,12.7,1,31.1799984,18.929813,2
902_0,153,11,842.685279,339.56342,54,75,6.7,8.5,-25,13.79999924,10.912083,2
903_0,201,1,1107.153287,136.52937,38,49,10.5,12.8,-8,13.60999966,14.49631,2
904_0,208,10,217.0553205,221.62914,39,54,8.6,12.8,-94,32.20000076,9.182124,2
905_0,186,10,669.5650379,237.78189,44,55,9.7,11.7,-16,19.88999939,5.619075,2
906_0,173,10,1081.015722,64.065025,42,54,9.3,12.8,38,20.70999908,3.5353606,2
907_0,196,9,736.2208381,248.41473,61,74,6.2,8.9,57,22.94999886,6.775277,2
908_0,184,10,1006.179918,276.29962,39,54,9.2,12.1,-6,32.54999924,13.095704,2
909_0,137,11,174.3340686,9.598218,39,53,8.8,12.8,12,30.38999939,12.682347,2
910_0,226,8,829.8769161,178.80296,55,76,6.7,8.4,-41,12.50999928,22.311926,2
912_0,214,10,1173.860474,249.45604,50,68,7,10,21,37.07999802,18.403393,2
913_0,240,9,777.1663786,212.7088,46,60,8.2,11.5,66,18.96999931,26.630901,2
914_0,215,10,511.4495721,176.16692,64,83,5.2,7.4,-74,27.22999954,11.424636,2
915_0,79,10,875.3978445,79.18741,46,62,8,10.4,167,21.38999939,38.007923,2
917_0,153,9,537.8595991,100.69689,54,74,6.7,8.8,9,12.32999992,21.670797,2
918_0,214,11,466.8800855,254.4863,35,46,11.2,13.4,-141,21.60000038,43.742893,2
919_0,203,11,396.6677564,215.42525,56,77,6.4,8.4,-77,13.88000011,4.1652503,2
920_0,183,11,1145.816558,288.8308,62,78,6.1,8,5,22.64999962,41.976265,2
921_0,157,1,818.7500516,19.45331,42,54,8.8,12.6,4,33.27999878,8.10258,2
922_0,216,8,967.0798286,170.43422,54,76,6.7,8.3,-93,13.22999954,15.068087,2
923_0,150,11,818.4526201,42.233723,41,54,8.8,12.4,46,32.89999771,8.139999,2
924_0,222,11,296.7784496,233.61763,50,66,7.7,10.2,-67,35.75999832,22.730883,2
926_0,191,10,57.25824349,136.55429,41,54,8.7,12.8,-10,30.23999977,11.730471,2
927_0,154,11,1002.989854,50.247723,37,53,9.1,12.7,32,35.27000046,11.647609,2
928_0,227,11,522.6546904,166.22185,51,69,6.9,10,-47,35.45000076,30.415012,2
929_0,120,11,803.0058554,59.446476,50,61,7.8,11.2,-6,24.93999863,22.637495,2
931_0,162,11,445.5182114,8.164126,51,62,7.7,10.9,-61,29.23999977,6.6941314,2
933_0,149,11,-14.76759432,284.0571,48,58,9.1,11.1,31,19.96999931,36.23652,2
934_0,174,1,807.5685508,291.9933,61,72,6.8,9,30,21.77000046,20.531898,2
935_0,159,9,950.9400321,68.70714,54,75,6.7,8.6,43,13.5,8.68125,2
936_0,189,10,8.223032569,161.3111,47,66,7.2,10.5,11,33.11000061,0.9705387,2
937_0,217,1,1088.695873,167.1968,54,75,6.7,8.5,25,13.97999954,18.548206,2
938_0,250,11,453.4683943,211.43117,55,76,6.7,8.4,-138,12.50999928,37.034164,2
939_0,179,10,1023.446965,107.35861,54,76,6.7,8.3,-16,14.25,3.9991198,2
941_0,212,10,602.8660544,165.75316,54,75,6.8,8.4,41,14.75999928,14.894368,2
942_0,202,2,750.2249376,165.77106,63,75,6.2,8.7,27,21.42000008,8.44986,2
943_0,105,1,881.3112614,350.74753,41,54,9.7,12.2,-6,28.38999939,24.998266,2
944_0,191,11,1004.544868,245.84897,44,55,9.7,11.7,-18,19.88999939,4.8992915,2
945_0,251,11,859.1998443,160.1969,55,76,6.6,8.3,-52,13.88999939,13.790389,2
946_0,234,10,1123.510416,254.80646,43,55,9,12.1,-11,30.38999939,19.040466,2
947_0,181,10,1074.531942,126.23073,48,68,7.1,10,-1,30.38999939,2.6035137,2
948_0,128,11,1018.849347,81.88597,61,78,6.6,7.9,98,22.64999962,23.031376,2
949_0,162,11,613.1832288,105.63454,54,75,6.7,8.5,-46,13.97999954,22.798792,2
950_0,189,9,1109.65179,234.67708,33,47,10.4,13.6,51,36.54999924,3.8230557,2
951_0,224,11,580.8271229,195.10481,34,46,11,13.1,-35,18.88999939,17.57485,2
952_0,82,11,902.1325322,3.2643545,41,58,8.3,12,-36,35.81999969,26.19168,2
953_0,245,9,1047.852203,187.23265,54,75,6.7,8.5,6,16.82999992,32.881603,2
954_0,228,1,529.9034515,176.15312,54,75,6.7,8.5,31,14.36999989,21.226934,2
956_0,128,10,649.0746184,12.046066,45,59,8.4,11.4,-143,33.54999924,14.440069,2
957_0,147,11,1093.226064,22.9582,47,56,9.3,11.5,15,29.92000008,10.409806,2
958_0,102,1,541.7194905,33.272106,61,76,6.8,8.1,41,20.85000038,18.597265,2
959_0,194,11,1108.953729,143.75879,53,74,6.8,8.7,8,15.07999992,11.981966,2
960_0,184,11,1148.377984,338.29932,54,75,6.7,8.5,-126,14.36999989,0.5995058,2
961_0,230,12,907.8754563,179.96309,61,76,6.8,8.1,7,22.64999962,22.584911,2
962_0,130,9,296.0494789,25.069815,35,49,9.8,13.3,35,33.71999741,14.721271,2
963_0,175,11,189.6905388,312.53592,53,72,6.8,9.1,3,22.19999886,4.906591,2
964_0,176,11,583.4288345,18.526768,49,60,8,11.3,44,31.28999901,3.3571713,2
965_0,247,4,893.9172106,200.80751,48,59,8.5,11.4,-51,24.36999893,34.502415,2
967_0,124,9,946.0022927,311.28284,54,76,6.7,8.3,135,13.79999924,29.675142,2
968_0,205,11,614.3918977,183.3127,54,76,6.7,8.3,-46,14.25,8.467444,2
971_0,140,10,1009.82202,60.09198,62,76,6.8,8.3,10,17.3599987,7.311329,2
973_0,193,11,699.2113687,137.2352,39,51,10,12.5,-6,16.94999886,12.045425,2
974_0,131,8,813.6842741,10.64644,45,57,8.6,12.1,-7,22.25,15.120617,2
976_0,189,11,385.0172999,153.22163,54,75,6.8,8.3,68,18.80999947,4.2839603,2
977_0,237,11,947.8101101,212.13667,56,77,6.4,8.4,-40,13.69999981,22.073742,2
978_0,185,10,-272.428643,258.0109,56,77,6.4,8.4,-59,13.88000011,2.00058,2
979_0,184,11,699.1832963,140.34914,54,75,6.8,8.4,4,14.30999947,5.8018613,2
980_0,205,10,819.0133427,243.1346,34,50,10.3,12.8,-19,30.21999931,11.850085,2
981_0,204,4,760.5699476,157.11664,53,72,6.8,9.1,13,18.56999969,12.655295,2
982_0,180,10,1161.876947,106.3631,45,55,8.6,12.3,54,30.75,4.4560843,2
983_0,111,1,506.2325747,359.8985,44,55,9.7,11.7,42,20.64999962,18.63028,2
984_0,183,11,402.4196672,229.0924,54,75,6.8,8.3,-32,18.80999947,1.2752402,2
985_0,214,11,375.6868037,247.4482,62,79,5.5,8,24,27.29999924,24.772186,2
987_0,238,10,677.6028345,224.96262,41,54,9.7,12.2,98,23.35000038,29.316124,2
988_0,181,10,-84.13165705,122.80737,55,77,6.4,8.1,79,14.89999962,1.7663198,2
990_0,54,4,534.9142764,18.357386,54,75,6.7,8.5,-15,14.36999989,34.996502,2
991_0,167,11,897.7787371,92.551926,34,49,9.6,13.8,22,37.22999954,10.0455,2
992_0,188,11,1284.903853,239.0049,61,75,6.4,8.5,25,18.80999947,1.8292012,2
994_0,178,10,837.5708281,97.862366,55,76,6.8,8.3,-3,14.14999962,2.4107976,2
995_0,204,1,1321.062949,244.08894,64,83,5.2,7.4,50,26.86999893,9.4410715,2
996_0,182,11,1195.021712,120.186386,54,75,6.8,8.4,-43,14.5899992,3.3241754,2
997_0,194,9,126.5215198,268.46487,47,66,7.1,10.7,-93,32.16999817,33.193462,2
998_0,196,8,999.8057684,156.12267,55,76,6.6,8.3,71,13.88999939,7.3904843,2
1000_0,237,10,606.906553,192.73271,62,75,6.9,8.2,-67,20.14999962,20.612373,3
1001_0,195,10,1122.702507,207.41902,45,55,8.6,12.3,21,30.84999847,3.6926396,3
1002_0,84,11,1201.39161,69.150536,41,53,9.9,12.4,20,13.64999962,33.69651,3
1003_0,59,1,1171.592563,58.138763,40,51,10.3,13.2,23,26.67000008,41.75247,3
1004_0,202,10,225.3116936,237.36098,67,69,7.1,9.4,-54,24.20999908,19.87873,3
1005_0,96,11,1108.955072,59.59575,45,59,8.4,11.4,-93,31.56999969,33.26705,3
1006_0,232,10,65.51364542,195.79398,41,54,8.7,12.8,-59,33.88999939,21.50261,3
1007_0,140,11,1199.365442,69.42612,50,67,7.2,10.1,-7,37.29000092,15.468978,3
1008_0,153,11,103.808168,1.9183207,48,61,7.9,11.5,-35,22.63999939,9.03334,3
1009_0,221,9,744.3208887,243.49843,43,55,9.2,12.4,4,20.09000015,25.075218,3
1010_0,133,11,1041.223259,43.539753,42,54,9.3,12.5,-19,22.47999954,15.067576,3
1011_0,189,11,88.39028336,228.07294,49,60,8.2,11.4,26,23.71999931,2.6044075,3
1012_0,158,10,1319.90632,103.88098,38,53,9.2,12.5,-38,26.3599987,21.469458,3
1013_0,41,11,62.50312375,29.459738,60,67,7.4,9.7,189,22.12999916,36.699867,3
1014_0,192,10,1032.821091,204.79533,41,54,8.8,12.4,-34,32.89999771,3.926062,3
1015_0,169,10,372.8626369,343.35754,40,54,9.8,12.2,-39,23.35000038,5.5746965,3
1016_0,120,10,1263.53622,348.56503,37,53,9.3,12.9,91,37.36000061,20.665495,3
1017_0,176,11,1353.529092,314.92862,61,72,6.8,9,16,21.32999992,7.7385373,3
1018_0,198,9,408.7379136,255.15694,37,53,9.1,12.7,51,33.57999802,10.459555,3
1019_0,92,11,1144.799005,55.847248,51,72,6.7,9.2,50,16.82999992,30.90471,3
1020_0,143,10,431.8600147,67.65456,33,48,11.1,13.1,10,29.71999931,15.13419,3
1021_0,153,10,1106.481125,98.6912,40,53,10.3,12.3,43,16.61999893,20.033194,3
1022_0,196,10,501.7052186,270.3211,34,46,11,13.1,20,21.69999886,4.679005,3
1023_0,233,10,1213.108932,166.32703,43,54,9.4,12.7,74,25.15999985,39.393505,3
1024_0,152,11,1035.55764,317.05634,44,54,9.7,11.8,-32,30.69999886,16.730473,3
1025_0,210,10,1252.19303,223.95363,49,66,7.4,10.2,55,37.06999969,14.559895,3
1026_0,156,10,1093.062429,93.92508,41,53,10.2,12.4,44,18.02000046,25.916464,3
1027_0,150,11,224.3883136,330.693,44,57,8.7,12,12,25.25,13.217642,3
1028_0,97,11,957.8773823,86.412186,44,54,9.7,11.8,0,30.63999939,31.342663,3
1029_0,230,10,574.0606726,220.8271,41,54,8.7,12.8,-9,30.23999977,18.22788,3
1030_0,0,10,1057.26694,3.3882308,46,56,8.4,12.2,113,28.52999878,39.515438,3
1031_0,181,10,554.2828954,100.96002,46,54,9.5,11.8,13,27.96999931,1.8229591,3
1033_0,132,10,473.0737121,324.84738,49,63,7.8,10.7,27,22.20999908,21.7669,3
1034_0,122,10,49.18534152,0.6917382,45,55,9.6,11.8,26,24.14999962,11.905745,3
1035_0,78,11,1136.197664,16.120178,62,76,5.8,8.6,23,20.79999924,28.678713,3
1036_0,219,11,63.38299026,239.365,51,63,7.9,10.6,50,23.77999878,20.720076,3
1037_0,147,10,479.9686286,14.968158,39,50,10.8,12.8,9,15.75,8.920543,3
1038_0,135,11,37.27297477,70.09986,51,61,8.5,10.7,-92,24.22999954,26.418583,3
1039_0,181,10,513.9554308,291.58325,44,55,9.7,11.7,-38,20.64999962,5.1727095,3
1040_0,90,10,477.6780065,66.6357,51,62,8.3,10.6,99,21.22999954,28.557203,3
1041_0,169,11,1091.86802,332.3812,61,72,6.8,9,16,21.32999992,7.1407094,3
1042_0,99,11,1114.934603,26.542784,48,62,7.8,10.9,-46,34.98999786,32.17034,3
1043_0,203,10,369.794852,231.32155,44,54,9.7,11.8,12,30.63999939,11.240588,3
1044_0,176,11,718.1259137,282.45132,39,53,9.2,12.2,36,31.30999947,24.744356,3
1045_0,174,10,221.5081781,101.47724,32,46,11,13.6,38,29.71999931,10.024526,3
1047_0,199,10,412.9762848,155.91122,39,51,10,12.5,-62,16.94999886,10.295829,3
1048_0,227,11,130.0968268,238.87614,39,53,9.2,12.2,7,29.89999962,28.695423,3
1049_0,180,10,1206.34234,107.119415,56,76,6.8,8.1,-13,11.73999977,3.2222364,3
1050_0,180,10,690.0922203,290.57843,61,72,6.8,9,-37,23.01000023,11.516907,3
1051_0,151,11,73.08806986,89.424446,50,67,7.1,10,-9,26.36999893,19.40844,3
1052_0,202,10,1072.110714,162.28555,33,47,10.1,13.7,-10,34.59999847,10.486939,3
1053_0,98,10,981.1610575,68.96262,48,58,8.2,11.7,-46,34.06999969,31.464048,3
1054_0,227,10,5.88876147,206.04204,50,65,7.5,10.5,20,16.88999939,17.091494,3
1055_0,226,10,1157.280588,190.29507,49,66,7.4,10.2,29,37.06999969,18.742992,3
1056_0,203,10,433.4082521,143.95435,42,55,9.9,11.7,-6,14.61999989,9.6369915,3
1057_0,122,11,912.6433798,24.746809,44,55,9.7,11.7,-55,20.64999962,19.885859,3
1058_0,110,10,730.2600042,34.8813,38,52,9.9,12.2,-30,30.88999939,20.629002,3
1059_0,220,10,169.3661918,174.40013,51,67,7.2,10.2,51,25.89999962,17.847786,3
1060_0,176,11,19.776847,295.77267,41,55,9.8,11.7,53,19.70999908,8.0850935,3
1061_0,189,9,1195.889852,259.98676,33,47,10.4,13.6,46,36.54999924,4.3454013,3
1062_0,56,11,1185.304705,44.694847,51,65,7.8,10.1,-57,28.15999985,33.35035,3
1063_0,215,8,1291.861018,169.91849,40,51,10.3,13.2,22,25.32999992,19.075907,3
1064_0,211,10,52.27460676,204.83344,39,55,8.5,12.5,16,35.91999817,11.650036,3
1065_0,175,10,33.10705419,288.13422,42,54,9.3,12.8,42,20.70999908,18.219902,3
1066_0,166,10,308.6856233,118.655754,38,55,8.7,12.5,20,32.04000092,25.42418,3
1067_0,200,10,821.9948665,261.15436,38,49,10.5,12.8,-80,13.64999962,26.35906,3
1068_0,91,9,1048.37844,49.539413,37,53,9.1,12.7,-55,35.27000046,25.500229,3
1069_0,185,10,989.3813064,92.55385,42,55,10,12,0,19.48999977,12.267482,3
1070_0,229,10,1319.906758,235.08487,60,74,7.2,8.5,-10,22.37999916,28.247011,3
1071_0,120,10,164.0671691,25.02764,47,56,9.3,11.5,7,29.92000008,15.715243,3
1072_0,163,11,1052.362115,109.99458,41,53,10.2,12.4,73,19.18999863,1.1076953,3
1073_0,185,10,1311.522453,127.77495,57,73,6.5,9.1,80,18.60000038,29.9006,3
1074_0,169,11,1195.298268,284.55066,63,79,6,7.8,34,26.59999847,16.580616,3
1075_0,220,10,430.8688283,199.67938,34,49,9.6,13.8,28,37.90999985,14.597217,3
1076_0,183,10,125.1305793,292.97598,42,55,9.3,11.9,55,15.75,5.1186748,3
1077_0,117,10,585.0500638,92.07806,40,57,8.4,12.1,-76,32.93000031,32.29094,3
1078_0,151,10,1404.235214,68.76841,60,74,7.2,8.5,54,20.81999969,12.770234,3
1079_0,160,10,19.80164924,42.703346,54,76,6.7,8.3,57,13.79999924,7.5623913,3
1081_0,175,10,868.664039,286.7112,48,61,7.9,11.5,27,20.43000031,24.630426,3
1082_0,143,10,422.2561812,41.354023,42,53,9.5,12.6,-21,18.98999977,15.022466,3
1084_0,113,11,605.8656443,326.0916,39,53,9.2,12.2,36,31.30999947,27.309654,3
1085_0,222,10,1228.532485,165.64731,40,53,10.4,12.3,-75,22.55999947,21.417397,3
1086_0,170,10,1322.495325,105.086426,35,46,11.2,13.4,24,24.1099987,12.970816,3
1087_0,138,11,1300.737942,351.59848,40,52,10.4,12.6,-41,23.13999939,24.437178,3
1088_0,81,11,36.53130642,342.75067,35,50,10.6,12.6,-87,32.20000076,27.345812,3
1089_0,131,11,1228.306816,102.04092,41,53,10.2,12.4,19,18.02000046,27.600904,3
1090_0,160,10,270.9859752,322.86462,38,55,9.6,11.9,58,23.60000038,4.1349316,3
1091_0,129,11,441.459696,301.00604,46,58,9.1,11.1,77,25.69999886,35.34623,3
1092_0,121,10,910.3675216,9.750533,61,80,5.6,7.7,7,28.87999916,18.696798,3
1093_0,205,11,156.9758481,177.39194,39,54,9.2,12.1,35,33.11999893,7.249341,3
1094_0,45,11,45.27690082,47.541748,58,65,7.8,10,-141,28.28999901,39.57523,3
1095_0,198,9,725.5256569,223.44305,43,54,9.4,12.7,-7,23.42000008,6.198514,3
1097_0,144,10,567.312092,311.44476,41,58,8.3,12,-82,36.07999802,21.920351,3
1098_0,102,10,1243.962971,42.403847,61,66,7.3,10.1,-21,25.56999969,22.014399,3
1099_0,187,10,706.6461203,306.0816,59,73,7,8.7,-70,19.93999863,3.4044597,3
1100_0,216,10,1405.46174,188.70874,62,79,5.5,8,82,25.59999847,12.411751,3
1101_0,203,9,23.2323067,144.26283,50,67,7.1,10,4,26.36999893,31.492952,3
1102_0,153,10,628.5214292,13.79186,38,50,10.8,12.8,-51,22.28999901,11.367278,3
1103_0,215,10,491.4748792,251.52057,50,61,8.2,11,-88,28.73999977,27.546938,3
1104_0,70,11,1150.347064,337.5197,50,65,7.5,10.5,-25,23.75,29.184437,3
1105_0,187,11,817.8186439,128.24757,40,54,9.8,12.2,40,19.68000031,14.314563,3
1107_0,244,8,1108.022886,184.1001,54,75,6.7,8.5,44,16.82999992,33.52468,3
1108_0,150,10,531.9315049,299.4877,49,63,7.8,10.7,-8,22.20999908,26.29033,3
1109_0,195,10,768.2699586,138.51817,54,74,6.7,8.8,-2,12.32999992,15.339572,3
1110_0,188,10,1277.994259,119.8564,41,53,9.9,12.4,-62,16.94999886,10.161588,3
