system:index,CHILI,EVH,rdnbr,Aspect,Burning.Index,ERC,FM100,FM1000,mTPI,Max Gust,Slope,struccond
2280_0,102,1,1021.584407,39.794163,35,46,11.2,13.4,4,24.1099987,22.868444,5
2281_0,176,10,55.37597693,345.90628,34,46,11,13.1,17,19.13999939,0.6944101,5
2282_0,217,11,850.7655201,165.62769,51,63,7.8,10.8,-16,29.63999939,26.188135,5
2283_0,100,11,1215.055578,342.17996,48,62,7.8,11.1,-79,28.80999947,24.042274,5
2284_0,189,11,790.6103899,243.11365,44,54,9.7,11.8,-27,30.86999893,3.9444633,5
2286_0,152,11,1031.373793,82.20239,43,55,9,12.1,39,30.38999939,9.333392,5
2287_0,201,10,655.6461392,145.12646,48,59,8.5,11.4,6,23.32999992,13.783516,5
2288_0,181,11,96.81892684,130.31207,46,56,8.4,12.2,12,34.86000061,8.674315,5
2289_0,102,11,439.1475816,336.01132,50,62,7.8,10.9,95,27.67000008,31.993885,5
2290_0,187,11,160.1850519,118.99793,45,55,9.5,11.8,-13,30.23999977,10.100013,5
2291_0,142,11,739.2177903,84.34564,46,56,9.4,11.4,-42,22.92000008,17.541262,5
2292_0,221,11,1243.110117,245.91722,45,57,9,11.5,-55,26.47999954,40.8272,5
2293_0,129,11,1016.689933,347.34207,35,49,10.5,12.9,-22,28.18999863,17.274624,5
2294_0,114,12,829.8782168,69.45869,50,67,7.2,10.1,-74,37.97999954,21.111568,5
2295_0,173,11,1102.736648,91.26114,34,45,11.5,13.5,37,27.59999847,8.879061,5
2296_0,51,11,1134.756318,37.73521,46,64,7.2,10.9,-23,21.77000046,30.944986,5
2297_0,186,11,493.493298,179.2462,46,54,9.5,11.8,-30,22.45999908,1.4176055,5
2298_0,200,11,1130.326698,253.36319,36,48,10.3,13.3,22,21.05999947,16.298447,5
2299_0,80,8,697.9097624,335.60193,55,76,6.6,8.3,13,13.2699995,30.59563,5
2300_0,197,9,1045.605236,209.80861,35,50,10.6,12.6,-16,34.89999771,5.9588933,5
2301_0,241,10,689.0065166,193.45435,45,60,8.1,11.5,41,29.1799984,22.33844,5
2302_0,58,10,1427.22586,22.390848,45,55,8.9,12,123,28.52999878,31.759521,5
2303_0,163,11,705.6382116,316.60538,42,55,9.4,11.8,36,25.95999908,9.293347,5
2304_0,132,12,147.8413262,344.22556,63,81,5.9,7.4,-93,25.39999962,17.779585,5
2305_0,220,11,1026.037975,170.83983,42,60,8.7,10.7,-23,27.45999908,19.050468,5
2306_0,158,12,83.68559006,57.34313,49,62,8,11.2,-79,21.40999985,8.818526,5
2307_0,154,11,1103.595322,116.912415,51,62,7.8,10.9,-30,27.26999855,40.792618,5
2308_0,231,11,108.5339356,225.84726,49,59,9,11,-4,21.93999863,22.981081,5
2309_0,117,11,1295.903579,16.070656,62,77,6,8.2,76,20.93999863,13.530896,5
2310_0,157,11,293.1970424,4.394615,35,49,10.5,12.9,-27,28.18999863,7.0477285,5
2311_0,132,11,1357.989624,81.12209,62,79,5.5,8,13,26.37999916,22.371914,5
2312_0,236,10,1165.844156,180.65865,39,56,8.6,12.4,63,37.95999908,27.587831,5
2313_0,88,11,211.6629175,52.056828,40,54,8.8,12.6,32,29.89999962,27.942661,5
2314_0,173,11,18.51416152,257.1958,61,65,8.1,10.3,67,21.52999878,27.238192,5
2315_0,172,11,1278.539373,315.5433,43,52,9.6,12.3,-15,32.27000046,4.496697,5
2317_0,160,11,316.5750327,71.93155,61,78,6.6,7.9,26,28.87999916,9.785621,5
2318_0,166,11,1148.847015,86.62372,45,57,8.6,12.1,-16,23.56999969,9.369709,5
2319_0,85,11,1279.343524,80.897934,48,62,7.8,10.9,37,34.98999786,38.498184,5
2320_0,213,11,1043.586642,250.93315,46,62,8,10.4,130,20.53999901,41.358875,5
2321_0,201,10,1350.818647,275.2835,50,62,7.8,10.9,113,26.01000023,10.632107,5
2322_0,96,11,1113.165528,35.65596,38,50,10.8,12.8,-2,18.46999931,26.6313,5
2323_0,118,11,94.79593741,357.72537,40,51,10.3,13.2,14,22.86999893,19.595049,5
2324_0,96,11,1061.972618,79.064095,39,56,8.6,12.4,-86,37.95999908,36.075356,5
2325_0,108,11,1010.199858,22.348927,39,53,9.2,12.2,-7,34.20000076,22.659523,5
2326_0,190,11,1482.909304,271.97525,44,57,8.7,12,-25,23.23999977,21.185392,5
2327_0,144,10,707.7898537,26.787455,49,60,8.3,11.1,-44,28.01000023,47.782684,5
2328_0,70,12,1063.996697,13.011544,62,80,5.6,7.8,-68,24.22999954,33.36992,5
2329_0,232,11,972.2178594,195.32089,50,61,8.2,11,34,31.39999962,23.849731,5
2330_0,149,11,1099.917089,305.724,36,50,9.6,13.3,-42,29.98999977,22.587479,5
2331_0,172,10,781.3335266,291.09332,49,59,8.4,11.3,149,23.47999954,14.364326,5
2333_0,138,11,1213.411748,284.8267,45,55,8.6,12.3,31,28.52999878,36.094418,5
2334_0,181,10,902.3843651,117.905396,45,55,9.5,11.8,-15,27.86999893,10.240374,5
2335_0,178,10,725.155584,283.7847,44,54,9.7,11.8,-47,30.63999939,1.8807914,5
2336_0,222,10,620.8833139,198.74231,44,57,9.3,11.6,45,24.46999931,14.415798,5
2337_0,224,11,918.7958912,239.86157,61,74,6.4,8.8,-86,19.93999863,40.504543,5
2338_0,186,11,1119.764571,109.8723,61,72,6.8,9,-6,22.71999931,12.557915,5
2339_0,90,11,64.48553004,320.03888,39,54,8.6,12.8,24,31.56999969,36.210136,5
2340_0,213,11,1143.454344,188.65797,49,60,8.2,11.4,57,25.51000023,12.088416,5
2341_0,35,11,779.8736475,39.84323,46,58,9.1,11.1,107,25.69999886,37.389965,5
2342_0,247,10,1382.28289,183.61826,48,59,8.3,11.4,11,26.14999962,40.957794,5
2343_0,239,11,1262.213142,187.93024,50,66,7.7,10.2,113,27.87999916,27.847198,5
2344_0,204,11,864.6450982,185.42714,62,65,7.6,10.1,-67,22.71999931,7.608629,5
2345_0,196,11,293.2914306,263.87772,49,62,8,10.7,38,35.27999878,15.177942,5
2346_0,97,11,1072.726013,347.6185,62,80,5.6,7.8,90,27.43000031,24.931543,5
2347_0,138,11,903.2506414,13.522711,39,51,10.8,12.8,3,19,9.296935,5
2348_0,45,4,882.5089111,60.107704,54,75,6.7,8.5,-48,14.36999989,35.014828,5
2349_0,242,11,687.4084046,191.01685,45,57,9,11.5,-54,24.71999931,30.35127,5
2350_0,224,11,265.2287108,242.4072,51,62,7.7,10.9,-98,31.51999855,32.72614,5
2351_0,47,11,436.9031786,24.770071,61,78,6.6,7.9,16,27.78999901,38.728794,5
2352_0,139,11,23.5934623,328.23615,46,58,9.1,11.1,8,23.1099987,16.81606,5
2353_0,153,11,595.4117228,73.0474,40,54,9.8,12.2,32,19.68000031,12.944755,5
2354_0,207,11,896.3664755,208.48059,47,60,8.2,11.3,85,21.5,23.466639,5
2355_0,228,11,1169.613086,163.96976,50,62,7.8,10.9,-46,26.01000023,38.94831,5
2356_0,187,11,1261.85856,282.2238,50,62,8.2,10.7,52,23.59000015,11.020064,5
2357_0,248,10,495.9996751,195.43713,37,53,9.3,12.9,-137,37.36000061,34.38427,5
2358_0,204,11,1388.997081,263.7862,51,63,7.8,10.8,96,32.45000076,32.806007,5
2359_0,201,11,122.0240164,257.74622,36,50,9.6,13.3,-97,29.9299984,17.785976,5
2360_0,141,11,319.9036077,5.039391,33,47,10.4,13.6,-72,35.54000092,21.486021,5
2361_0,238,10,888.0153442,172.37376,62,78,5.8,8.1,28,21.11999893,29.7964,5
2362_0,208,11,1147.082812,259.69397,49,59,9,11,31,21.26000023,36.062218,5
2363_0,170,11,1025.493038,16.226875,61,74,6.2,8.9,12,21.39999962,4.7194624,5
2364_0,135,11,27.6278262,58.51115,55,77,6.4,8.1,25,14.89999962,16.137596,5
2365_0,137,11,1262.261687,92.106026,62,78,5.8,8.1,55,21.11999893,21.537066,5
2366_0,140,11,894.4764188,324.1645,46,58,8.6,11.5,-91,27.45999908,18.998058,5
2367_0,192,10,1025.250386,129.12537,45,55,8.6,12.3,-31,28.52999878,52.923397,5
2368_0,128,11,494.7406631,53.284027,36,50,9.6,13.3,51,27.59999847,13.237157,5
2369_0,221,11,59.67520444,188.26645,38,55,8.7,12.5,0,32.04000092,15.001383,5
2370_0,116,11,1448.213553,46.16993,62,79,5.5,8,9,22.79999924,18.732248,5
2371_0,141,11,150.2671142,36.459652,50,66,7.7,10.2,-143,35.75999832,14.308302,5
2372_0,224,11,75.59988602,254.28786,58,65,7.8,10,-63,29.04999924,33.401367,5
2373_0,161,11,1239.625166,33.11195,43,52,9.6,12.3,-21,32.27000046,6.48041,5
2374_0,224,11,1338.741216,241.34544,62,77,6,8.2,46,18.20999908,22.263039,5
2375_0,228,11,1271.544019,186.44768,62,76,5.8,8.6,-37,22.71999931,12.42163,5
2376_0,246,11,1378.943022,225.50267,48,59,8.3,11.4,-19,26.14999962,35.44015,5
2377_0,181,12,1113.483106,288.95267,51,61,8.3,10.8,13,16.80999947,6.8353224,5
2378_0,201,11,770.6590546,130.40459,41,53,8.9,12.7,-16,32.80999756,10.598043,5
2379_0,178,11,656.4391585,98.02729,53,74,6.8,8.7,-7,13.42999935,3.849388,5
2380_0,235,12,335.6167873,210.26575,51,61,8.3,10.8,-9,22.26999855,24.191757,5
2381_0,156,11,892.0144409,336.6557,32,46,10.9,13.5,-36,35.54000092,9.508637,5
2382_0,126,11,1048.291559,91.67017,64,81,6,7.5,-8,23.01000023,33.230263,5
2383_0,97,11,1096.870094,339.77863,60,74,7.2,8.5,22,22.37999916,28.376152,5
2384_0,237,5,1286.01518,165.95319,62,76,5.8,8.6,49,14.92000008,28.482195,5
2385_0,131,11,381.0348203,337.8484,50,66,7.7,10.2,-63,27.87999916,22.701176,5
2386_0,191,11,169.3230013,173.76335,51,62,8.3,10.6,-88,22.29999924,4.2421265,5
2387_0,185,10,24.50693718,200.30183,63,66,7.7,10,-31,22.98999977,2.9310787,5
2388_0,211,10,-19.35051712,250.91342,42,53,9.5,12.6,-29,20.75,15.960623,5
2390_0,152,10,799.1661562,89.04971,38,49,10.5,12.8,-21,13.17999935,33.59103,5
2391_0,199,11,961.4729183,147.33284,64,83,5.2,7.4,-68,25.39999962,15.252714,5
2392_0,234,11,661.7713132,174.07939,47,60,8.2,11.1,-78,26.45999908,23.731579,5
2393_0,197,11,1386.417922,258.74545,62,78,5.8,8.1,-3,23.94999886,13.248054,5
2394_0,168,11,1264.099467,115.49479,46,58,8.6,11.5,-7,26.63999939,27.87883,5
2395_0,37,11,154.3292459,55.520065,39,59,9.2,11,4,32.18000031,41.19082,5
2396_0,97,11,107.7779753,11.919657,43,58,8.1,11.8,-96,31.76999855,24.03623,5
2397_0,184,10,242.1734894,265.20392,41,53,9.6,11.8,-31,17.37999916,0.7707979,5
2398_0,211,11,1817.337225,238.46953,62,76,5.8,8.6,-49,22.71999931,12.084041,5
2399_0,190,11,1234.508553,270.00232,43,52,9.6,12.3,-10,32.27000046,33.308296,5
2400_0,170,11,676.8068308,275.28223,45,59,8.4,11.4,-98,32.15999985,27.782393,5
2401_0,194,11,998.9715969,172.48918,47,55,9.8,11.4,24,19.28999901,11.403805,5
2402_0,177,11,207.6719597,119.07894,64,79,6,7.8,-7,20.17000008,22.176083,5
2403_0,177,11,109.7455073,323.09717,34,46,11,13.1,14,21.69999886,1.4982468,5
2404_0,201,11,85.58684904,236.48608,51,69,6.8,9.9,-54,36.32999802,28.272306,5
2405_0,215,11,1328.789419,167.13414,51,71,7,9.3,-98,20.86999893,23.409765,5
2406_0,134,11,49.57066137,14.63569,34,45,11.5,13.5,-10,28.14999962,13.46358,5
2407_0,211,11,1143.668974,254.04048,38,52,9.9,12.2,24,31.30999947,23.949677,5
2408_0,126,11,1269.548075,358.93958,49,60,8,11.3,-53,32.06999969,13.110159,5
2409_0,111,11,1054.002805,95.876396,61,78,6.6,7.9,105,22.64999962,37.715004,5
2410_0,227,10,953.6467359,160.3645,61,79,5.9,8,-21,22.80999947,22.186491,5
2411_0,136,11,1396.149915,102.95137,40,53,9.8,12.2,-31,24.46999931,32.11993,5
2412_0,127,11,994.9305312,76.32045,40,52,10.4,12.6,-11,23.13999939,22.552103,5
2413_0,133,12,1264.59177,73.06069,42,55,9.4,11.8,1,25.05999947,18.67064,5
2414_0,128,10,964.5403959,93.3576,37,53,9.3,12.9,-24,37.95999908,28.474522,5
2415_0,196,12,257.7326134,134.40294,62,77,6.5,8,-1,24.35000038,15.7935,5
2416_0,174,11,230.7986224,117.185425,62,65,7.6,10.1,69,24.97999954,7.8207626,5
2417_0,181,11,99.76900102,101.22252,65,83,5.7,7.2,43,17.85000038,4.471787,5
2418_0,111,10,878.9953501,317.6974,44,57,8.8,12.1,171,25.75,30.386044,5
2419_0,249,10,765.1805485,205.85823,52,64,7.5,10.5,143,28.64999962,28.20453,5
2420_0,197,11,1184.898959,260.30905,50,62,7.8,10.9,55,31.69999886,21.054342,5
2421_0,164,11,107.3396947,315.98447,42,54,9.3,12.8,17,17.18000031,12.799306,5
2422_0,178,11,413.9682753,150.22089,50,65,7.5,10.5,-82,23.75,19.218037,5
2423_0,164,11,1050.94148,108.183014,50,65,7.5,10.5,-82,23.75,20.949371,5
2424_0,190,10,1329.341116,258.9795,61,79,5.9,8,-9,26.93999863,7.4981575,5
2425_0,191,11,392.0065533,268.07108,42,60,8.7,10.7,-33,29.64999962,35.048977,5
2426_0,98,11,1105.899876,318.81808,38,49,10.5,12.8,10,13.64999962,39.24052,5
2427_0,213,11,605.2212697,207.07132,43,55,9.8,11.9,33,15.92999935,11.236638,5
2428_0,102,11,767.2054535,7.1480346,47,66,7.2,10.5,72,33.11000061,21.299356,5
2429_0,239,11,743.3989458,230.46654,46,58,8.5,11.7,-96,22.8599987,37.4731,5
2431_0,207,10,43.07286945,176.5942,63,66,7.7,10,0,22.98999977,12.03818,5
2432_0,41,11,546.9138024,60.757153,39,49,10.6,12.4,-3,11.94999981,38.82797,5
2433_0,237,11,1128.642125,208.52107,62,65,7.6,10.1,-80,22.03999901,24.247534,5
2434_0,177,1,447.5133998,271.19388,35,46,11.2,13.4,-74,21.60000038,42.08744,5
2435_0,199,11,1380.483881,263.0116,49,66,7.4,10.2,67,37.07999802,10.485506,5
2436_0,186,10,1191.83692,123.79375,59,73,7,8.7,-39,22.78999901,13.035085,5
2437_0,224,11,696.8330048,165.72188,62,77,6.5,8.1,-26,23.56999969,28.633516,5
2438_0,168,11,899.2898352,296.80392,36,50,9.6,13.3,-101,29.9299984,10.747367,5
2439_0,250,10,1091.76656,207.76976,62,76,5.8,8.6,37,20.3599987,33.817604,5
2441_0,191,11,1104.061422,281.70505,62,79,5.5,8,-49,23.45999908,13.192899,5
2442_0,0,11,140.4166806,39.09434,65,67,7.5,9.6,-143,23.70999908,47.544056,5
2443_0,96,11,72.26840116,344.47235,42,55,9.9,11.7,60,19.36999893,24.167963,5
2445_0,113,1,1120.15542,56.262253,36,50,9.6,13.3,-16,30.86999893,19.713158,5
2446_0,181,11,99.86712913,292.73587,40,53,10.4,12.3,-4,18.8599987,12.857124,5
2447_0,123,11,954.6380827,60.666492,38,50,10.8,12.8,118,17.63999939,19.830263,5
2448_0,152,11,243.2963367,99.98201,46,56,9.4,11.4,-91,19.55999947,36.85169,5
2449_0,180,11,826.6016133,264.40213,62,78,6.1,8,5,22.64999962,37.536892,5
2450_0,204,12,967.6930631,175.88982,41,54,8.8,12.4,9,25.14999962,8.782052,5
2451_0,165,11,889.5834666,41.857666,49,60,8.2,11.4,-68,20.10000038,4.750436,5
2452_0,247,11,1307.153018,217.4375,45,55,8.9,12,38,22.5,33.238293,5
2453_0,190,11,690.8401782,271.21442,45,57,9,11.5,-98,24.71999931,16.475851,5
2454_0,72,11,162.7499587,36.492496,34,45,11.5,13.5,-38,28.14999962,23.104916,5
2455_0,173,11,-9.440408306,285.96548,46,56,8.4,12.2,-33,34.86000061,33.1479,5
2456_0,231,11,1333.660705,231.65384,46,64,7.2,10.9,-32,32.75999832,24.583057,5
2457_0,185,11,1112.156184,220.70287,38,49,10.5,12.8,-52,13.60999966,1.2292798,5
2458_0,184,11,1274.601862,296.1139,51,61,8.5,10.7,58,22.29999924,18.20244,5
2459_0,163,11,886.6451015,89.78788,32,46,11,13.6,32,29.71999931,9.699981,5
2460_0,128,12,1172.705243,356.6649,49,60,8.2,11.4,-91,18.18000031,15.575775,5
2461_0,176,11,526.8629053,290.3756,61,80,5.6,7.7,102,28.87999916,23.90567,5
2462_0,162,11,1284.206244,359.58005,51,72,6.7,9.2,17,16.82999992,6.5640564,5
2463_0,175,10,1173.048704,95.30619,59,73,7,8.7,-60,19.93999863,12.343565,5
2464_0,218,11,1120.279346,246.79007,42,54,8.8,12.6,73,32.81999969,28.07794,5
2465_0,237,11,1140.607833,225.91399,44,57,9.1,11.8,0,26.67000008,25.278767,5
2467_0,134,10,1300.055979,55.575886,48,62,7.8,10.9,74,37.29000092,15.122726,5
2468_0,184,11,438.6743736,276.58487,34,45,11.5,13.5,29,21.86999893,8.107007,5
2469_0,167,10,423.8807927,70.19397,33,48,11.1,13.1,-9,31.68999863,5.6879,5
2470_0,146,11,563.4598465,309.78848,50,67,7.2,10.1,-11,37.29000092,16.525425,5
2471_0,147,10,816.1493709,97.00845,61,76,5.9,8.6,-44,12.42999935,25.75157,5
2472_0,220,10,825.607288,159.90334,59,74,6.2,9,-4,14.43999958,23.842693,5
2473_0,222,11,543.2442006,222.2855,39,53,9,12.6,-20,33.29000092,14.042198,5
2474_0,236,10,1289.196141,199.22331,46,58,8.6,11.5,82,26.63999939,19.51294,5
2475_0,193,11,1138.543992,268.5899,45,57,9,11.5,-94,24.23999977,29.216074,5
2476_0,242,10,1168.113699,200.50397,49,59,8.2,11.4,58,31.28999901,26.135355,5
2477_0,208,11,1227.426312,148.19583,49,59,8.4,11.3,68,20.59000015,32.979637,5
2478_0,80,11,287.4139761,20.368654,48,58,9.1,11.1,15,21.93999863,27.242506,5
2479_0,188,11,58.57208559,134.85736,60,67,7.4,9.7,6,25.97999954,26.77838,5
2480_0,184,11,336.0191487,50.02548,41,54,9.9,11.6,-29,13.67999935,0.27941215,5
2481_0,209,11,155.2010275,246.38571,43,58,8.1,11.8,17,31.76999855,16.586637,5
2482_0,93,11,1176.737493,49.651215,45,55,8.9,12,17,28.52999878,22.338543,5
2483_0,187,10,530.9200775,116.88672,38,49,10.5,12.8,-48,13.60999966,0.8530647,5
2484_0,212,11,1290.717006,226.96915,61,79,5.9,8,-57,23.75,9.159259,5
2485_0,145,11,201.2739181,340.56403,63,81,5.9,7.4,-6,25.39999962,16.947863,5
2486_0,47,11,229.0142735,345.59558,51,69,6.9,10,27,35.84000015,35.92153,5
2487_0,173,11,129.2911723,348.25168,51,69,6.8,9.9,-137,36.32999802,2.7758274,5
2488_0,178,11,198.9528127,284.73193,34,49,10,13.3,-43,34.30999756,14.721588,5
2489_0,111,11,44.01302983,22.618599,46,56,9.4,11.4,1,19.55999947,19.129387,5
2490_0,120,11,1013.44514,317.83514,63,79,6,7.8,12,25.59999847,28.015163,5
2491_0,211,11,347.0631575,249.76364,35,48,11.2,12.9,-52,21.60000038,41.06785,5
2492_0,115,10,305.3714626,71.05626,51,62,7.7,10.9,134,32.45000076,24.245481,5
2493_0,148,11,921.5576662,319.0726,51,67,7.2,10.2,-28,29.86999893,27.462427,5
2494_0,192,11,857.2216991,188.04858,49,62,8,10.7,56,29.8599987,7.1534963,5
2495_0,209,11,123.0462907,151.16356,45,60,8.2,11.3,3,27.63999939,18.562708,5
2496_0,153,11,1130.246108,316.0777,39,53,9,12.6,10,28.72999954,5.282978,5
2497_0,180,11,503.7816988,7.527832,41,54,9.9,11.6,-28,13.67999935,0.880867,5
2498_0,156,10,78.88851618,14.143789,39,54,9.2,12.1,41,33.11999893,6.892215,5
2499_0,231,10,1029.660858,176.28947,61,75,6.2,8.6,-74,14.81999969,24.699238,5
2500_0,74,11,823.9321412,41.673054,41,54,9.9,11.6,13,16.52999878,28.298235,6
2501_0,194,11,1035.676555,245.89148,41,54,9.9,11.6,34,16.52999878,49.83492,6
2503_0,181,11,715.5992099,115.08799,49,66,7.3,10.4,10,19.02000046,4.3474035,6
2504_0,181,12,749.1530491,309.01257,63,79,6,7.8,-36,24.76999855,9.924301,6
2505_0,222,11,944.5949207,158.53583,62,76,5.8,8.6,-55,20.82999992,30.747969,6
2506_0,101,11,1049.011143,68.57738,43,56,9.2,11.6,1,23.26999855,26.378395,6
2507_0,155,11,1190.837721,289.16663,43,55,8.7,12.3,-117,22.5,31.63776,6
2508_0,132,11,342.5968153,40.356754,37,53,9.1,12.7,-82,34.77000046,13.802854,6
2509_0,164,11,1193.633255,278.7994,49,60,8.3,11.1,95,32.38999939,42.144447,6
2510_0,162,11,312.2113986,345.96902,63,79,6,7.8,-16,26.59999847,17.381948,6
2511_0,236,10,807.5563414,225.99933,65,79,5.5,8.2,22,20.78999901,24.08249,6
2512_0,122,1,831.6970546,89.50138,35,46,11.2,13.4,1,24.1099987,26.134457,6
2513_0,169,11,907.9619681,68.38358,61,72,6.8,9,-50,20.89999962,8.205162,6
2514_0,160,11,54.60588188,301.86093,38,55,8.7,12.5,147,32.11999893,18.769592,6
2515_0,227,10,1226.304753,182.20927,50,61,7.8,11.2,106,26.71999931,18.678051,6
2516_0,236,11,1048.963714,191.06123,43,55,9,12.1,-81,24.14999962,15.9747305,6
2517_0,39,11,16.15968807,48.68281,50,61,7.8,11.2,67,23.53999901,37.366184,6
2518_0,184,11,1260.369845,269.21323,46,58,8.6,11.5,-58,26.63999939,34.188805,6
2519_0,56,11,1123.879227,71.06456,49,59,8.2,11.4,71,27.23999977,34.218372,6
2520_0,244,11,1060.964211,197.4955,38,50,10.8,12.8,3,17.69999886,23.773344,6
2521_0,72,11,810.5757398,334.57428,44,57,8.8,12.1,-35,25.75,33.907665,6
2522_0,241,11,1322.021501,230.28264,48,59,8.3,11.4,161,26.14999962,32.109627,6
2523_0,79,11,919.8765216,14.98758,45,60,8.2,11.3,-27,27.92000008,25.903246,6
2524_0,81,11,626.9995755,69.281425,46,60,8,11.3,-1,26.13999939,33.819702,6
2525_0,168,11,443.9451947,109.78155,48,59,8.5,11.4,-91,22.5,18.552423,6
2526_0,169,11,1090.163406,132.21062,42,54,9.7,12.4,-14,22.76999855,26.412136,6
2527_0,219,11,1170.043555,248.12326,49,60,8.3,11.1,-10,32.38999939,38.87331,6
2528_0,188,10,1071.63839,274.28214,62,76,5.8,8.6,75,20.79999924,7.9345193,6
2529_0,195,11,979.6994812,134.17612,40,52,10.4,12.6,-62,23.13999939,24.069513,6
2530_0,183,11,1040.187962,128.68333,39,56,8.6,12.4,-81,33.65999985,25.439207,6
2531_0,243,10,803.9981647,181.84915,49,60,8,11.3,62,32.06999969,28.013704,6
2532_0,69,11,1047.7389,107.481995,50,61,8.2,11,0,32.68000031,51.702744,6
2533_0,212,11,1109.17707,219.75833,57,73,6.5,9.1,-86,20.40999985,11.664033,6
2534_0,90,11,941.9415443,328.89255,41,53,9.9,12.4,-40,21.06999969,36.013004,6
2535_0,241,11,1104.627058,226.56549,40,51,10.3,13.2,0,25.32999992,31.097864,6
2536_0,177,11,679.8626901,329.71146,43,52,9.6,12.3,-69,32.27000046,22.088804,6
2537_0,203,10,1370.670247,155.51314,62,76,5.8,8.6,51,18.30999947,12.158972,6
2538_0,242,11,1346.839935,233.16406,43,55,8.7,12.3,60,26.51999855,32.610153,6
2539_0,134,11,965.0955308,100.14643,38,50,10.8,12.8,18,17.63999939,25.122835,6
2540_0,122,11,1134.727345,94.28363,62,78,5.8,8.1,112,23.94999886,28.125774,6
2541_0,204,11,196.9696086,151.13155,62,77,6.5,8,-3,20.8599987,14.858097,6
2542_0,145,11,92.16688855,305.30402,41,51,10.3,13.1,-60,15.05999947,25.504528,6
2543_0,204,10,1198.336595,188.3338,65,79,5.5,8.2,22,18.55999947,7.7020926,6
2544_0,210,11,991.8220042,233.4532,47,66,7.2,10.5,-19,34.95000076,14.119208,6
2545_0,160,11,1191.509556,115.79106,38,49,10.5,12.8,117,13.17999935,29.033413,6
2546_0,178,11,1008.273635,66.55731,62,78,5.8,8.1,-33,21.11999893,13.41949,6
2547_0,212,11,1035.428714,253.55537,44,56,9,12.2,-93,13.17999935,33.69873,6
2548_0,146,11,616.223934,289.4271,49,62,8,10.7,-73,25.69999886,42.161034,6
2549_0,176,11,1095.849922,132.21611,39,59,9.2,11,-50,30.01000023,10.481793,6
2550_0,129,11,1192.934741,356.7442,49,60,8,11.3,30,32.06999969,22.578455,6
2551_0,249,11,1254.820516,184.50572,40,52,10.4,12.6,-70,22.28999901,31.135328,6
2552_0,230,11,1136.207096,235.8634,46,59,8.4,11.6,38,20.68000031,19.355478,6
2553_0,175,11,1146.465121,109.7428,49,59,8.2,11.4,73,32.04000092,17.739374,6
2554_0,86,11,1101.645943,15.540667,62,65,7.6,10.1,-44,22.03999901,22.387682,6
2555_0,228,11,724.7943893,262.9346,46,57,8.4,12.2,24,31.14999962,23.288607,6
2556_0,212,11,220.7253699,198.95334,47,55,9.8,11.4,-28,21.39999962,3.4220066,6
2557_0,192,11,224.8080225,320.07434,50,62,7.8,10.9,-108,27.45999908,33.41783,6
2558_0,220,11,1014.543116,245.06947,49,60,8.3,11.1,-13,32.38999939,32.478935,6
2559_0,210,11,1301.062147,258.53082,40,52,10.4,12.6,1,23.93000031,26.58396,6
2560_0,215,11,996.8717788,235.63632,62,76,5.8,8.6,-3,22.71999931,13.475567,6
2561_0,115,0,292.5566818,311.4889,49,66,7.4,10.2,-49,37.06999969,35.456264,6
2562_0,234,10,861.2680981,231.75502,38,50,10.8,12.8,150,17.63999939,30.527906,6
2563_0,215,11,108.1145554,242.79385,51,66,7.2,10.5,-68,29.9299984,20.027012,6
2564_0,213,11,877.2766428,201.21857,41,56,8.4,12.1,-45,34.32999802,14.430426,6
2565_0,249,11,49.86521305,194.91182,44,56,9,12.2,-19,18.35000038,47.15792,6
2566_0,209,11,1396.570289,163.9266,50,65,7.5,10.5,87,30.25,26.541763,6
2567_0,204,12,908.4536028,258.7197,61,75,6.4,8.6,49,14.8399992,34.68504,6
2568_0,242,10,1005.431274,229.34698,47,60,8.2,11.1,16,26.45999908,35.567223,6
2569_0,220,11,1147.460558,241.94966,50,61,7.8,11.2,48,24.93999863,20.840652,6
2570_0,179,11,670.3170145,298.7096,47,55,9.8,11.4,-13,21.39999962,1.9454731,6
2571_0,145,11,310.3396887,295.22635,42,54,9.7,12.4,36,22.86999893,34.567284,6
2572_0,178,11,996.3177844,132.06473,47,56,9.5,11.4,23,17.87999916,42.35856,6
2573_0,131,11,456.9683932,29.424562,40,57,8.4,12.1,-23,29.9299984,13.543671,6
2574_0,224,11,893.6877825,239.2313,49,60,8.1,11.5,-37,26.26000023,24.264524,6
2575_0,200,11,356.2376788,270.71597,66,83,5.2,7.3,52,17.85000038,21.23905,6
2576_0,238,11,90.61068392,227.62657,42,54,9.7,12.4,31,22.76999855,27.680174,6
2577_0,186,11,1017.552855,271.89557,47,66,7.2,10.5,-3,31.38999939,6.1425576,6
2578_0,179,12,102.8892776,298.12045,49,62,8,11.2,-40,21.40999985,2.9908242,6
2579_0,226,11,1057.075873,168.23805,49,60,8.2,11.4,-86,18.18000031,23.202337,6
2580_0,248,11,936.1414111,195.82928,45,58,8.9,11.4,-42,28.43999863,34.7304,6
2581_0,238,11,1368.216736,198.78816,59,73,6.6,8.7,51,16.76000023,24.80284,6
2582_0,199,11,477.4046495,265.10388,50,62,7.8,10.9,203,27.67000008,29.104647,6
2583_0,217,11,555.4905349,240.13757,50,67,7.1,10,-18,26.36999893,17.756367,6
