system:index,CHILI,EVH,RdNBR_early,RdNBR_update,comp,diff,Aspect,Burning.Index,ERC,FM100,FM1000,mTPI,max_FRP,Max Gust,Slope,Structural Class,sum_FRP
394_0,194,11,-32.69137528,-145.1969494,-32.69137528,112.5055741,239.76187,33,47,10.1,13.7,28,3762.031,35.95999908,5.819426,1,152579.5618
395_0,169,11,1110.571542,131.9639805,1110.571542,978.6075615,94.987404,44,54,9.7,11.8,-10,8096.6724,32.27000046,9.639242,1,218446.0367
396_0,214,10,917.781268,762.4604827,917.781268,155.3207853,171.73956,45,55,8.6,12.3,60,9994.894,30.75,18.701145,1,195801.3188
397_0,233,11,743.1845737,-317.6973647,743.1845737,1060.881938,189.35521,33,47,10.4,13.6,-23,3696.8223,35.54000092,24.688162,1,163630.5975
398_0,186,1,1104.174283,733.693352,1104.174283,370.480931,151.49399,40,53,10.3,12.3,15,9606.4,18.34000015,8.626004,1,497663.9528
399_0,181,11,784.7684564,347.5547296,784.7684564,437.2137268,278.63028,46,60,8.2,11.5,53,1624.8967,20.53999901,23.476095,1,131070.0961
400_0,195,1,1018.633477,821.764868,1018.633477,196.868609,225.52074,41,54,8.8,12.4,54,8953.744,32.89999771,4.571509,1,255980.0233
401_0,235,10,1188.162786,548.6456644,1188.162786,639.5171216,226.24153,44,58,8.6,11.7,59,8852.45,30.6799984,35.971626,1,334677.4101
402_0,224,11,705.2730877,787.2522507,787.2522507,-81.979163,247.71841,44,59,8.5,11.5,70,2485.5374,29.82999992,26.429747,1,52948.76207
403_0,154,10,1152.425855,1143.807784,1152.425855,8.618071,20.943457,53,74,6.8,8.7,-21,2412.9514,14.75999928,8.295384,1,5846.11676
405_0,116,1,891.6750091,703.8149007,891.6750091,187.8601084,328.68027,62,77,6,8.2,-72,8542.786,20.93999863,28.545696,1,184240.4236
406_0,153,10,684.9281944,366.1890367,684.9281944,318.7391577,349.29205,66,83,5.2,7.3,32,5040.111,20.26000023,12.227458,1,333830.7317
407_0,205,1,1279.029647,877.9257224,1279.029647,401.1039246,112.860466,44,57,9.1,11.8,28,3361.447,27.65999985,22.172462,1,60491.20087
408_0,194,10,657.2616869,188.5239376,657.2616869,468.7377493,273.0452,41,53,9.8,12.3,-31,9267.19,28.38999939,28.420609,1,773512.469
409_0,221,1,1118.265877,636.4995445,1118.265877,481.7663325,167.55745,46,62,8,10.4,51,1007.8439,20.53999901,21.004244,1,7334.259399
411_0,227,10,775.8187657,792.6033877,792.6033877,-16.784622,221.76366,43,58,8.1,11.8,4,9808.075,31.76999855,22.261423,1,288604.4801
412_0,171,9,500.7255683,858.4113321,858.4113321,-357.6857638,16.0882,54,75,6.7,8.6,-29,9103.857,13.10999966,3.3787365,1,383689.1101
413_0,168,10,1159.803889,451.5264579,1159.803889,708.2774311,85.87184,48,58,8.3,11.7,6,3104.0508,29.03999901,6.063828,1,64324.19946
414_0,107,1,840.5477145,626.8196058,840.5477145,213.7281087,59.229366,46,60,8.2,11.5,-46,5258.5767,20.53999901,23.869217,1,438076.6129
415_0,177,11,1099.950681,215.5642376,1099.950681,884.3864434,324.44257,35,50,10.6,12.6,46,3843.2231,32.20000076,0.6403277,1,156294.0603
416_0,111,11,876.5658873,565.0004623,876.5658873,311.565425,353.3165,63,80,6.1,7.5,27,6200.903,22.38999939,19.331247,1,361550.0716
417_0,199,11,947.8797634,572.2908939,947.8797634,375.5888695,172.1139,40,51,10.6,12.9,78,7795.7393,17.61999893,29.48235,1,298884.46
418_0,119,11,420.5752434,419.8270086,420.5752434,0.7482348,330.7076,54,75,6.7,8.5,42,1501.6804,14.48999977,23.589323,1,19535.14777
419_0,181,1,1260.955574,681.8802951,1260.955574,579.0752789,283.1814,33,47,10.1,13.7,4,3390.3596,36.18000031,8.683701,1,146201.5442
421_0,212,9,984.5430712,853.3901281,984.5430712,131.1529431,145.42032,44,58,8.6,11.7,8,8852.45,30.6799984,22.967741,1,334677.4101
422_0,231,1,1070.172934,363.4224034,1070.172934,706.7505306,222.72061,45,55,9.1,11.9,60,2860.986,29.95999908,23.676565,1,139111.4551
423_0,220,9,807.0249814,486.9402095,807.0249814,320.0847719,214.76732,47,63,7.6,11,45,4151.346,18.5,12.57104,1,212820.6606
424_0,225,10,1017.143371,373.7404028,1017.143371,643.4029682,111.81636,62,76,5.8,8.6,-31,9654.514,18.30999947,16.986502,1,387462.6733
425_0,206,8,871.4217921,371.6535182,871.4217921,499.7682739,145.0654,54,76,6.7,8.3,-10,1249.8019,13.22999954,27.656876,1,40170.7803
426_0,164,1,1115.339359,709.6255749,1115.339359,405.7137841,120.04175,41,53,10.2,12.4,-73,7658.4375,18.02000046,32.543877,1,485380.5542
427_0,212,9,961.4475431,633.4273502,961.4475431,328.0201929,164.52771,59,70,6.9,9.5,28,9050.393,20.89999962,12.533637,1,636317.8454
428_0,192,10,715.3549767,344.6652348,715.3549767,370.6897419,132.24374,49,63,7.8,10.7,35,9455.58,23.12999916,9.420295,1,230569.9428
429_0,181,0,580.8432362,-70.98086759,580.8432362,651.8241038,271.65546,38,53,10.1,12.2,-32,867.3507,22.60000038,0.16239625,1,5179.3479
430_0,149,11,1186.545527,250.362818,1186.545527,936.182709,54.707623,43,54,9.4,12.7,-28,7780.3975,21.56999969,10.877408,1,261285.6555
431_0,164,4,1524.963219,-11.16121021,1524.963219,1536.124429,75.77349,54,75,6.7,8.5,47,6762.7803,16.82999992,8.971067,1,659786.7347
432_0,143,10,1081.550254,271.754246,1081.550254,809.796008,18.277594,39,53,9,12.6,23,5985.609,35.20000076,11.108914,1,146184.7955
433_0,176,9,-50.81742647,-362.9274406,-50.81742647,312.1100141,275.32846,54,74,6.7,8.8,53,3888.807,13.69999981,32.749542,1,120906.4837
434_0,210,1,1215.370624,670.6228282,1215.370624,544.7477958,197.58218,44,57,9.3,11.6,53,8612.478,23.63999939,11.03024,1,99331.91638
436_0,191,11,550.1549536,-183.7618995,550.1549536,733.9168531,262.74658,59,70,6.9,9.5,-11,9050.393,15.75999928,30.763556,1,636317.8454
437_0,179,1,3479.846468,759.7140557,3479.846468,2720.132412,128.99008,41,53,9.8,12.3,1,7682.297,27.68999863,38.772083,1,613549.404
438_0,201,10,2968.115625,279.7129538,2968.115625,2688.402671,149.7346,53,72,6.8,9.1,27,2974.4495,18.56999969,13.638881,1,22019.91022
439_0,176,10,31.6963501,59.10366066,59.10366066,-27.40731056,295.4472,39,53,9,12.6,10,5862.0405,33.29000092,5.3734584,1,101300.8608
441_0,106,1,941.646631,183.3486739,941.646631,758.2979571,42.03597,45,57,8.6,12.1,4,9455.58,22.25,20.146307,1,230569.9428
442_0,242,1,1199.606558,411.1467394,1199.606558,788.4598186,226.31769,46,59,8.4,11.6,-30,7682.297,25.18999863,33.680225,1,613549.404
444_0,157,10,384.6755988,364.0070181,384.6755988,20.6685807,82.314095,40,53,10.6,12.1,-40,5258.5767,19,12.034857,1,438076.6129
445_0,191,11,254.5679778,270.5929019,270.5929019,-16.0249241,181.78038,34,46,11,13.1,33,1428.4514,21.22999954,3.6887534,1,22506.07669
446_0,175,11,1100.990406,550.6095256,1100.990406,550.3808804,315.46808,35,50,10.6,12.6,9,3696.8223,34.89999771,6.6052084,1,163630.5975
447_0,149,1,1008.361255,901.6768643,1008.361255,106.6843907,23.66291,46,60,8.4,11.2,33,1624.8967,20.02999878,10.71866,1,131070.0961
448_0,156,1,-306.8294675,-264.1964487,-264.1964487,-42.6330188,58.864178,56,77,6.4,8.4,-29,6567.1606,13.92000008,8.451143,1,160832.0293
449_0,192,10,980.6369981,609.1979892,980.6369981,371.4390089,178.45195,55,76,6.8,8.3,-15,2232.5366,13.7699995,3.9520035,1,25280.66064
450_0,185,11,888.6857578,250.6327833,888.6857578,638.0529745,274.50803,35,50,10.6,12.6,-13,3696.8223,34.89999771,8.8742,1,163630.5975
451_0,126,11,1019.837606,572.704347,1019.837606,447.133259,46.981388,43,55,9,12.1,22,7916.7334,25.54999924,18.532486,1,256106.0649
452_0,202,11,84.7363902,-374.6596962,84.7363902,459.3960864,239.84326,33,47,10.1,13.7,28,3762.031,35.95999908,9.825027,1,152579.5618
453_0,156,11,853.4105492,609.1088147,853.4105492,244.3017345,7.082907,34,49,9.6,13.8,20,5239.053,37.90999985,6.9955826,1,278567.1259
454_0,200,10,1056.08117,-91.8712937,1056.08117,1147.952464,261.88065,37,53,9.3,12.9,5,3762.031,37.06999969,34.49269,1,152579.5618
455_0,171,11,-52.5190123,-183.1990524,-52.5190123,130.6800401,102.65997,54,73,7,8.8,-62,1207.7715,13.07999992,10.118173,1,17543.24258
456_0,203,1,1101.611862,540.6466804,1101.611862,560.9651816,215.06981,61,74,6.2,8.9,55,9715.495,21.39999962,5.2273054,1,630853.6157
457_0,243,1,863.9214539,74.62763488,863.9214539,789.293819,215.7239,45,55,8.6,12.3,60,9994.894,30.75,29.8382,1,195801.3188
458_0,214,1,752.1181763,879.8716985,879.8716985,-127.7535222,164.04959,61,75,6.2,8.6,29,9654.514,15.82999992,24.285915,1,387462.6733
459_0,204,1,1030.123348,674.6469315,1030.123348,355.4764165,161.67767,45,57,8.6,12.1,42,4882.8223,21.01000023,10.1022005,1,152197.5562
460_0,82,11,844.0253999,757.343723,844.0253999,86.6816769,17.902502,44,57,8.8,12.1,-68,7769.0083,26.22999954,23.591179,1,220659.3487
462_0,205,0,165.8671821,109.1043863,165.8671821,56.7627958,265.55734,46,64,7.2,10.9,43,8971.249,32.16999817,27.82813,1,483670.3633
464_0,183,1,984.8827339,512.6279662,984.8827339,472.2547677,104.958496,34,49,9.6,13.8,23,3261.1924,37.22999954,3.0427704,1,80901.00543
465_0,187,10,1218.409929,467.7259928,1218.409929,750.6839362,142.32933,43,56,9.2,12,-13,6322.4365,17.73999977,11.053833,1,385283.7924
466_0,194,10,620.7087571,369.8731172,620.7087571,250.8356399,232.5325,43,54,9.4,12.7,72,7390.278,23.63999939,4.8331227,1,163419.5043
467_0,180,11,1083.636345,295.4357339,1083.636345,788.2006111,297.056,62,76,5.8,8.6,-4,9639.897,22.71999931,12.146177,1,799829.825
468_0,172,11,1094.658232,984.6149115,1094.658232,110.0433205,121.853165,41,53,9.5,12.1,99,9808.111,30.09000015,31.31013,1,265677.4899
469_0,183,0,18.80990048,71.02055742,71.02055742,-52.21065694,141.24515,41,53,10.2,12.4,-97,9528.003,16.21999931,0.8905781,1,253193.4421
471_0,209,1,1060.789262,662.966166,1060.789262,397.823096,172.38663,57,73,6.5,9.1,-48,8542.786,18.60000038,22.757864,1,184240.4236
472_0,173,10,678.5370605,827.8086239,827.8086239,-149.2715634,327.97678,55,76,6.6,8.3,99,1249.8019,13.68999958,3.0929682,1,40170.7803
473_0,68,0,967.8632813,-60.57672422,967.8632813,1028.440006,7.408572,51,69,6.8,9.9,-59,1913.5663,35.45000076,29.593893,1,85973.69077
474_0,184,9,27.55547879,143.187875,143.187875,-115.6323962,148.03777,53,72,6.8,9.1,26,6645.517,18.56999969,1.8699793,1,320381.2844
475_0,116,11,1322.409254,837.3048304,1322.409254,485.1044236,38.92862,61,72,6.8,9,0,9639.897,22.71999931,21.133768,1,799829.825
476_0,203,11,-379.5057487,-261.0822252,-261.0822252,-118.4235235,142.32448,56,77,6.4,8.4,-23,6567.1606,13.92000008,9.522355,1,160832.0293
477_0,202,1,978.8119735,675.4387733,978.8119735,303.3732002,203.89888,64,83,5.2,7.4,81,8617.861,26.86999893,5.220451,1,227993.0307
478_0,180,9,548.8227501,351.6815478,548.8227501,197.1412023,284.88998,32,46,10.9,13.5,-22,2240.8599,35.54000092,13.845291,1,152901.0496
479_0,151,11,970.6311722,820.543889,970.6311722,150.0872832,108.47217,43,58,8.2,11.7,-9,2830.5066,33.54999924,28.344236,1,75081.63216
480_0,107,1,1238.351241,606.1747064,1238.351241,632.1765346,76.070915,59,73,7,8.7,-46,3706.1006,23.96999931,33.06667,1,76848.59924
481_0,198,11,931.3415207,193.9420311,931.3415207,737.3994896,260.67145,45,57,8.6,12.1,2,7390.278,23.42000008,39.61899,1,163419.5043
482_0,149,10,766.9033657,505.3301745,766.9033657,261.5731912,36.716312,43,55,8.7,12.3,-44,9996.573,33.20999908,10.636813,1,436668.7721
483_0,230,1,1152.818554,833.0013738,1152.818554,319.8171802,168.082,41,51,10.1,13.2,-1,7306.9526,26.22999954,41.245056,1,171873.9293
484_0,205,11,641.7382745,382.787257,641.7382745,258.9510175,161.43317,46,56,8.4,12.2,-3,10015.042,33.80999756,11.817377,1,232571.3318
485_0,221,10,1056.502187,466.1710652,1056.502187,590.3311218,157.5331,61,74,6.4,8.8,71,9497.333,18.31999969,29.322252,1,582508.001
486_0,222,9,679.0540565,-49.25040005,679.0540565,728.3044566,200.95645,62,76,6.8,8.3,-17,5416.7104,18.27999878,15.735692,1,269128.0136
487_0,238,10,304.3939977,69.83299596,304.3939977,234.5610017,230.55807,44,57,9.1,11.8,-4,8852.45,29.37999916,31.688131,1,334677.4101
488_0,207,1,821.625299,207.4879232,821.625299,614.1373758,242.92801,41,54,8.8,12.4,-10,4435.1533,25.14999962,27.326876,1,184008.4354
489_0,105,11,1118.748206,420.8297331,1118.748206,697.9184729,57.42653,41,51,10.1,13.2,27,6940.6973,26.22999954,35.06585,1,184395.2939
490_0,170,11,663.895406,982.2429715,982.2429715,-318.3475655,314.69455,33,47,10.1,13.7,42,3762.031,36.18000031,6.78954,1,152579.5618
491_0,115,11,252.6696123,642.0436173,642.0436173,-389.374005,11.523463,35,46,11.2,13.4,-138,8805.521,21.05999947,27.75415,1,284132.6337
492_0,155,10,978.3402166,694.8871544,978.3402166,283.4530622,79.098175,40,54,8.8,12.6,121,9304.438,29.89999962,12.433611,1,142535.7592
493_0,156,11,698.7700739,877.154317,877.154317,-178.3842431,298.3808,48,62,7.8,10.9,99,9764.463,34.98999786,30.826878,1,143984.2688
494_0,168,8,564.6696391,366.2881204,564.6696391,198.3815187,17.516304,54,75,6.7,8.6,-97,1501.6804,13.22999954,3.8504732,1,19535.14777
495_0,238,10,860.5041786,702.8554457,860.5041786,157.6487329,173.00629,54,75,6.7,8.5,-45,4502.3936,12.50999928,35.37517,1,43591.50891
497_0,89,11,1654.275313,1282.428495,1654.275313,371.846818,39.591652,41,56,8.4,12.1,2,9808.111,30.09000015,23.046291,1,265677.4899
499_0,240,10,1014.504402,468.0273451,1014.504402,546.4770569,191.44804,62,78,6.1,8,109,5417.5493,21,26.743109,1,80579.83464
500_0,249,10,-28.32725562,265.4947975,265.4947975,-293.8220531,197.5948,55,77,6.4,8.1,29,2828.921,14.89999962,34.058384,2,106552.7285
501_0,192,9,1124.769787,622.6500544,1124.769787,502.1197326,251.04466,34,46,11.2,13.1,-10,8214.506,22,6.6521335,2,220746.539
502_0,107,9,1330.795938,855.4556884,1330.795938,475.3402496,331.51572,45,55,8.6,12.3,45,9994.894,30.75,29.210838,2,195801.3188
503_0,199,10,952.484988,409.1007362,952.484988,543.3842518,141.23413,51,62,8.3,10.6,-69,3058.0676,21.22999954,18.833765,2,69133.37308
504_0,184,2,576.5744159,231.1652495,576.5744159,345.4091664,166.82146,38,53,10.1,12.2,-23,867.3507,29.15999985,3.953902,2,5179.3479
505_0,138,11,387.3056923,762.9935224,762.9935224,-375.6878301,72.53034,33,47,10.1,13.7,-18,3762.031,35.95999908,20.423023,2,152579.5618
507_0,193,11,597.1778515,573.6272055,597.1778515,23.550646,247.54414,40,57,8.4,12.1,74,9808.075,32.59000015,6.530033,2,288604.4801
508_0,187,11,307.6218337,-23.92146694,307.6218337,331.5433006,138.90227,53,74,6.8,8.7,-2,2412.9514,13.50999928,7.575852,2,5846.11676
509_0,211,9,1015.606153,350.7217614,1015.606153,664.8843916,239.83023,46,59,8.4,11.6,5,7682.297,25.18999863,14.213257,2,613549.404
510_0,229,10,-90.82046298,-63.38148439,-63.38148439,-27.43897859,228.14165,56,77,6.4,8.4,17,3888.807,13.69999981,25.080362,2,120906.4837
513_0,123,10,1223.505726,1129.149131,1223.505726,94.356595,80.69511,50,68,7,10,43,9586.304,37.07999802,21.950878,2,599974.8423
514_0,150,11,1274.127429,983.4180731,1274.127429,290.7093559,349.27863,37,53,8.8,13,71,9920.783,33.72999954,9.861025,2,285145.3884
515_0,128,9,1139.848864,663.7496304,1139.848864,476.0992336,66.85664,45,57,8.6,12.1,6,9645.574,22.25,18.418922,2,153796.9077
516_0,86,11,379.376323,637.528284,637.528284,-258.151961,68.908066,51,62,7.7,10.9,134,3091.475,32.45000076,31.942291,2,82516.94373
517_0,183,10,245.9449996,514.4335734,514.4335734,-268.4885738,125.84999,55,76,6.7,8.3,4,2044.5734,12.36999989,16.60064,2,24417.16956
518_0,175,11,208.6243919,337.667069,337.667069,-129.0426771,94.21583,56,76,6.8,8.1,-17,4366.0503,11.84000015,4.855851,2,92343.57957
520_0,110,11,786.5421009,926.3005562,926.3005562,-139.7584553,342.4283,46,60,8.4,11.2,90,1624.8967,20.02999878,22.425697,2,131070.0961
521_0,115,11,812.3993383,803.0281815,812.3993383,9.3711568,107.00807,54,75,6.8,8.4,-14,1140.8964,14.30999947,33.84599,2,21617.53314
523_0,126,10,875.8692491,797.2649666,875.8692491,78.6042825,28.951748,39,50,10.3,12.6,0,744.8109,17.19000053,8.312928,2,2703.817688
524_0,142,1,854.0755991,425.1439437,854.0755991,428.9316554,324.7672,40,53,10.6,12.1,-29,5258.5767,19,21.626108,2,438076.6129
525_0,195,10,659.0902318,503.4326606,659.0902318,155.6575712,148.81317,53,74,6.8,8.7,-3,2412.9514,13.42999935,7.9395275,2,5846.11676
526_0,113,11,371.650457,828.0199663,828.0199663,-456.3695093,2.780418,46,60,8.4,11.2,82,637.9859,20.02999878,21.245401,2,52754.37949
527_0,168,4,452.8827575,718.1671895,718.1671895,-265.284432,90.81809,46,62,8,10.4,39,1007.8439,20.53999901,11.122207,2,7334.259399
529_0,192,1,725.276192,630.0958019,725.276192,95.1803901,150.73051,64,83,5.2,7.4,48,9542.21,26.86999893,3.78411,2,244559.1167
534_0,125,9,840.5484576,830.7680707,840.5484576,9.7803869,96.0593,40,53,10.4,12.3,-3,9645.574,21.56999969,28.71856,2,153796.9077
535_0,182,11,1207.189185,1081.936818,1207.189185,125.252367,281.38315,50,69,7.1,9.7,17,5912.651,31.38999939,3.968974,2,251558.0101
537_0,74,11,435.3103262,815.6991465,815.6991465,-380.3888203,5.631395,34,50,10.3,12.8,-35,1281.528,23.34000015,27.69803,2,35917.05777
538_0,188,9,1237.886344,1069.946969,1237.886344,167.939375,137.58315,55,76,6.8,8.3,-4,3689.921,11.84000015,6.081174,2,63177.34735
539_0,150,11,299.0794458,231.2171013,299.0794458,67.8623445,322.51224,53,72,6.8,9.1,47,1882.5828,19.11999893,15.589004,2,5507.469421
540_0,96,0,558.6592179,793.3320901,793.3320901,-234.6728722,325.42282,53,74,6.8,8.7,-53,2412.9514,14.48999977,31.825832,2,5846.11676
541_0,208,10,1148.916832,745.6600234,1148.916832,403.2568086,258.48874,59,70,6.9,9.5,-44,9639.897,22.94999886,14.606572,2,799829.825
542_0,233,11,978.9577433,565.5440566,978.9577433,413.4136867,212.93462,61,78,6.6,7.9,-126,8592.118,23.01000023,22.295383,2,128336.5712
543_0,244,10,1135.138937,824.7724536,1135.138937,310.3664834,229.02869,39,51,10,12.5,-33,6836.803,24.60000038,37.046642,2,437888.2768
544_0,163,9,1156.463449,811.3823976,1156.463449,345.0810514,28.22388,39,51,10.8,12.8,10,5258.5767,15.75999928,6.4149756,2,438076.6129
545_0,223,11,1226.818899,1092.615402,1226.818899,134.203497,205.23784,49,66,7.4,10.2,22,6945.8413,37.07999802,14.617424,2,302397.0289
546_0,244,8,875.439797,672.5094068,875.439797,202.9303902,192.69185,54,76,6.7,8.3,68,1249.8019,13.68999958,27.749596,2,40170.7803
547_0,218,11,1043.45773,955.3845426,1043.45773,88.0731874,162.27731,62,79,5.5,8,99,7792.9395,26.37999916,19.845497,2,140080.3899
548_0,165,10,430.8774101,396.3459634,430.8774101,34.5314467,11.600049,55,76,6.8,8.3,12,2232.5366,13.7699995,5.150592,2,25280.66064
549_0,185,11,796.127466,379.3245248,796.127466,416.8029412,130.42578,34,49,10.4,12.9,30,1067.899,20.79999924,19.246513,2,20921.30438
550_0,193,4,-353.1171987,46.22115671,46.22115671,-399.3383554,228.55641,54,75,6.7,8.5,-25,6762.7803,15.61999989,6.407013,2,659786.7347
551_0,62,10,1396.884982,1174.462522,1396.884982,222.42246,60.558212,45,55,8.9,12,65,9948.188,25.13999939,35.320946,2,403290.2578
552_0,183,0,574.4880907,362.5572272,574.4880907,211.9308635,204.73312,37,53,9.6,12.4,-85,1625.5814,27.23999977,1.3799341,2,41432.95135
553_0,253,12,999.0914308,772.8478755,999.0914308,226.2435553,196.44167,40,51,10.6,12.9,57,7795.7393,21.48999977,38.730125,2,298884.46
554_0,108,10,208.8642657,107.0659124,208.8642657,101.7983533,321.83554,50,67,7.2,10.1,71,5171.504,39.22999954,31.449608,2,369111.8669
556_0,205,11,532.9680493,594.515828,594.515828,-61.5477787,260.8205,50,62,7.6,11,40,8112.7983,28.84000015,24.38752,2,286953.7761
557_0,53,11,231.2724354,304.7139555,304.7139555,-73.4415201,3.4835382,46,62,8,10.4,80,1007.8439,17.14999962,33.78109,2,7334.259399
558_0,188,11,816.7631905,884.379409,884.379409,-67.6162185,263.82037,40,51,10.6,12.9,-30,9014.123,17.61999893,18.591515,2,366621.6996
560_0,219,10,504.5744064,188.7782092,504.5744064,315.7961972,241.89856,37,53,9.3,12.9,-138,10054.722,37.06999969,15.908329,2,193234.0858
561_0,113,11,635.0338036,804.0401919,804.0401919,-169.0063883,82.59837,39,53,8.8,12.8,12,6471.5796,30.38999939,28.751072,2,213073.4619
562_0,168,11,440.0671769,385.177828,440.0671769,54.8893489,22.785889,55,76,6.6,8.3,-67,429.1458,13.68999958,4.2606936,2,429.145813
564_0,180,1,1034.215421,796.4820272,1034.215421,237.7333938,290.56125,47,60,8.2,11.3,-87,7795.7393,21.5,15.724129,2,298884.46
565_0,179,10,759.5919756,623.7454561,759.5919756,135.8465195,303.45755,41,58,8.3,12,90,10054.722,36.07999802,5.465866,2,193234.0858
566_0,174,1,567.7279087,702.8822411,702.8822411,-135.1543324,106.2633,62,77,6,8.2,-41,8542.786,20.93999863,14.248904,2,184240.4236
567_0,168,11,215.8901006,344.3589288,344.3589288,-128.4688282,42.154736,55,76,6.8,8.3,-40,1140.8964,14.30999947,2.333771,2,21617.53314
569_0,178,1,1144.968735,643.1617666,1144.968735,501.8069684,17.704367,40,53,10.3,12.3,-2,6886.412,17.02999878,4.6453657,2,39110.5625
570_0,167,9,903.063233,627.4101367,903.063233,275.6530963,93.898544,40,53,10.4,12.3,-3,9645.574,21.56999969,11.738339,2,153796.9077
571_0,185,9,768.0133252,634.8498379,768.0133252,133.1634873,123.26084,46,59,8.4,11.6,-36,7682.297,27.29999924,10.897076,2,613549.404
572_0,167,10,66.10753285,178.2559536,178.2559536,-112.1484208,97.292404,55,76,6.8,8.3,41,2843.4802,11.73999977,11.491488,2,50511.36609
573_0,146,11,455.5194201,492.5060231,492.5060231,-36.986603,271.7221,35,49,10.5,12.9,-76,6709.53,28.18999863,6.794547,2,34470.62775
574_0,174,10,701.1462983,843.8105777,843.8105777,-142.6642794,100.63786,53,74,6.8,8.7,3,2412.9514,13.42999935,5.9255185,2,5846.11676
577_0,236,10,983.5554308,520.5771322,983.5554308,462.9782986,223.16162,48,62,7.8,10.9,54,9200.956,37.29000092,39.43788,2,460623.6304
578_0,203,10,911.7417685,865.0417274,911.7417685,46.7000411,265.68372,61,78,6.2,8,89,9145.9375,27.81999969,37.59415,2,319631.5245
579_0,158,9,-761.0219876,-271.7226254,-271.7226254,-489.2993622,19.5293,54,75,6.7,8.6,-7,9103.857,13.10999966,7.336647,2,383689.1101
580_0,182,11,513.61103,572.5526437,572.5526437,-58.9416137,138.21588,54,75,6.7,8.5,-93,3230.9253,13.97999954,3.5026162,2,141803.8525
581_0,220,10,14.85864432,34.23317504,34.23317504,-19.37453072,165.43973,34,49,9.6,13.8,2,5239.053,37.90999985,14.960815,2,278567.1259
583_0,220,10,143.7373254,95.47059504,143.7373254,48.26673036,170.29573,62,75,6.9,8.2,-3,9697.371,17.3599987,15.14834,2,401771.0743
585_0,191,9,1054.204027,1058.052877,1058.052877,-3.84885,269.0896,39,53,8.8,12.8,-10,6866.8506,33.84999847,11.97557,2,219313.139
586_0,183,10,-100.5921585,-27.4699121,-27.4699121,-73.1222464,155.76622,54,74,6.7,8.8,-67,4366.0503,13.88000011,1.551935,2,92343.57957
587_0,178,11,568.9827833,276.6224225,568.9827833,292.3603608,296.54068,44,57,8.8,12.1,-102,7769.0083,25.53999901,8.078431,2,220659.3487
588_0,158,9,299.0501859,1906.126238,1906.126238,-1607.076052,22.904123,54,75,6.7,8.6,54,1501.6804,12.86999989,6.732255,2,19535.14777
589_0,153,10,984.2056032,949.8740796,984.2056032,34.3315236,110.79139,38,53,9.2,12.5,59,10070.473,26.3599987,30.051846,2,218568.3641
590_0,91,9,541.943637,146.6637281,541.943637,395.2799089,2.18197,52,72,6.8,9.3,-15,3477.3884,16.23999977,29.654556,2,624368.0019
591_0,210,1,283.2058922,-54.85805693,283.2058922,338.0639491,186.94516,42,55,10,12,7,4640.046,15.65999985,15.917826,2,49782.25061
592_0,212,1,1088.597769,705.4194612,1088.597769,383.1783078,231.03955,41,54,8.8,12.4,-11,4435.1533,25.14999962,17.311377,2,184008.4354
593_0,195,9,553.4400525,598.5401129,598.5401129,-45.1000604,152.50438,39,53,10.7,12.4,27,8944.007,15.30999947,8.904044,2,525087.8774
594_0,159,11,1010.97173,132.5481764,1010.97173,878.4235536,59.795525,61,78,6.2,8,-3,9697.371,21.92000008,10.016127,2,401771.0743
595_0,217,10,655.9257882,479.7035696,655.9257882,176.2222186,261.93802,61,78,6.2,8,89,9145.9375,27.81999969,18.932535,2,319631.5245
596_0,58,10,1251.879514,1098.834799,1251.879514,153.044715,40.03326,48,58,8.2,11.7,126,7444.8955,34.06999969,20.960394,2,350342.8384
597_0,226,10,540.7696179,540.5499467,540.7696179,0.2196712,234.29909,34,45,11.5,13.5,20,8214.506,21.69999886,19.472725,2,220746.539
598_0,178,10,7.112950163,-337.295844,7.112950163,344.4087942,104.30352,52,71,7.1,9.4,23,2974.4495,15.15999985,5.2527995,2,22019.91022
600_0,225,10,686.6159631,435.8774698,686.6159631,250.7384933,155.24194,61,78,6.6,7.9,10,8592.118,23.01000023,39.596405,2,128336.5712
601_0,175,8,182.9066504,-3.844703751,182.9066504,186.7513542,96.39441,55,76,6.8,8.3,13,2528.7505,14.30999947,5.462278,2,43971.3349
602_0,67,11,341.3176065,924.9592809,924.9592809,-583.6416744,303.1985,50,61,7.8,11.2,50,1545.0306,24.93999863,44.672924,2,46894.06561
603_0,174,10,956.2823779,1044.166484,1044.166484,-87.8841061,67.60402,48,68,7.1,10,7,8555.297,28.01999855,5.497294,2,746382.1526
604_0,220,11,638.9139363,593.1056187,638.9139363,45.8083176,182.82588,51,70,7.2,9.4,-157,4502.3936,14.17000008,15.804859,2,43591.50891
605_0,237,10,1037.385116,859.954987,1037.385116,177.430129,232.90842,46,59,8.4,11.6,75,9267.19,29.1099987,29.51148,2,773512.469
606_0,166,10,358.9422428,352.4014857,358.9422428,6.5407571,100.448265,54,74,6.7,8.8,81,9103.857,13.10999966,12.531488,2,383689.1101
607_0,219,10,356.6392211,227.6789612,356.6392211,128.9602599,242.19197,48,62,7.8,10.9,8,8112.7983,30.25,20.594744,2,286953.7761
608_0,233,10,780.525866,852.226462,852.226462,-71.700596,242.73596,47,61,8.1,11.2,16,7769.0083,25.75,32.978664,2,220659.3487
