system:index,CHILI,EVH,RdNBR_early,RdNBR_update,comp,diff,Aspect,Burning.Index,ERC,FM100,FM1000,mTPI,max_FRP,Max Gust,Slope,Structural Class,sum_FRP
2235_0,0,11,1370.628134,1147.008806,1370.628134,223.619328,32.336884,50,61,8.2,11,-10,9932.409,31.69999886,40.28553,5,463183.1687
2236_0,195,10,370.4097098,562.3770518,562.3770518,-191.967342,137.02347,61,79,5.9,8,-65,3219.7556,25.39999962,15.019174,5,121609.9112
2237_0,161,11,295.5306795,583.1154542,583.1154542,-287.5847747,332.13196,51,61,8.3,10.8,-5,3980.5042,18.04999924,10.5248995,5,16382.44769
2238_0,222,11,809.8026577,844.8010757,844.8010757,-34.998418,151.84732,49,60,8,11.3,114,6403.857,32.06999969,30.988497,5,436176.3999
2239_0,170,11,89.58981516,232.8803175,232.8803175,-143.2905023,335.2371,36,51,10,12.4,18,1745.3202,34.95000076,17.2371,5,22762.14075
2240_0,199,11,279.5990795,439.8287823,439.8287823,-160.2297028,236.52103,47,55,9.8,11.4,-11,5292.466,21.90999985,7.4467897,5,155215.9604
2241_0,145,11,496.0818557,791.1610675,791.1610675,-295.0792118,343.3702,38,50,10.8,12.8,-30,6749.956,22.28999901,17.263,5,177368.6538
2242_0,175,11,592.2967709,501.2981675,592.2967709,90.9986034,327.99936,46,56,8.4,12.2,-24,3084.0884,29.92000008,5.620415,5,106691.7392
2243_0,144,11,458.5102416,618.5658721,618.5658721,-160.0556305,115.29286,60,67,7.4,9.7,88,2978.6555,25.97999954,31.799578,5,43522.77721
2244_0,142,10,676.0551202,838.7889446,838.7889446,-162.7338244,92.1915,37,47,11.1,13.4,81,1170.2373,15.14999962,18.806486,5,5818.543701
2245_0,233,11,910.972621,1088.810075,1088.810075,-177.837454,242.74615,61,78,6.2,8,13,9145.9375,27.81999969,36.82354,5,319631.5245
2246_0,171,11,1079.96263,259.2869976,1079.96263,820.6756324,264.53775,45,55,9.6,11.8,-14,4227.234,22.45999908,13.462841,5,123803.7121
2247_0,194,10,198.120394,165.9173305,198.120394,32.2030635,267.88153,38,53,9.2,12.5,-23,10070.473,27.09000015,23.651709,5,218568.3641
2249_0,133,11,70.63159577,51.76730928,70.63159577,18.86428649,332.68692,60,75,6.1,8.8,-54,1830.4536,14.25999928,18.855993,5,25246.85913
2250_0,90,11,1166.597292,1094.349144,1166.597292,72.248148,344.81705,43,52,9.6,12.3,-74,8096.6724,27.45999908,40.0856,5,218446.0367
2251_0,128,10,1297.136196,1109.413595,1297.136196,187.722601,94.88921,44,56,9,12.2,-18,6969.7437,22.8599987,32.007732,5,234774.8905
2252_0,202,10,1190.528512,1076.494517,1190.528512,114.033995,145.39406,51,62,7.8,10.9,76,2804.869,28.34999847,9.136826,5,99392.31299
2253_0,161,10,474.6408537,877.9565329,877.9565329,-403.3156792,309.87366,40,53,10.4,12.3,70,8012.495,22.55999947,19.68196,5,157548.8885
2254_0,194,10,-12.61294848,-37.89674957,-12.61294848,25.28380109,179.55974,63,66,7.7,10,0,7830.224,22.98999977,5.982968,5,152690.4116
2255_0,190,10,1099.474066,964.0386085,1099.474066,135.4354575,140.12262,43,55,8.7,12.3,-57,8661.258,29.05999947,37.39024,5,388065.7539
2256_0,235,11,83.13669727,185.9876515,185.9876515,-102.8509542,226.41982,63,79,6,7.8,-23,8734.558,24.76999855,21.669598,5,277908.1935
2257_0,203,11,950.9232267,1090.927902,1090.927902,-140.0046753,262.21918,44,55,8.8,12.4,-119,9887.816,25.3599987,18.997587,5,263360.8965
2258_0,165,11,71.49436337,74.45898406,74.45898406,-2.96462069,295.47147,61,66,7.3,10.1,13,615.3246,28.28999901,27.863266,5,849.861618
2259_0,193,11,1344.222215,1233.53916,1344.222215,110.683055,163.70433,64,81,6,7.5,51,7792.9395,24.73999977,5.8385277,5,140080.3899
2261_0,229,10,1357.650968,1035.291104,1357.650968,322.359864,180.60785,62,76,5.8,8.6,51,9654.514,18.30999947,23.407358,5,387462.6733
2262_0,170,11,640.6860305,970.3078725,970.3078725,-329.621842,328.52734,43,54,9.4,12.7,88,7780.3975,23.76999855,4.4763813,5,261285.6555
2263_0,139,11,723.347634,769.0444323,769.0444323,-45.6967983,99.75633,45,58,8.9,11.4,-152,9786.442,25.69999886,32.61809,5,268278.2394
2264_0,240,11,1256.93514,742.3338462,1256.93514,514.6012938,195.77141,44,57,9.1,11.8,-23,9781.519,26.67000008,25.846022,5,45142.86877
2265_0,223,11,84.89397639,160.2250429,160.2250429,-75.33106651,228.51193,37,53,9.1,12.7,20,5476.548,33.57999802,20.798998,5,134815.0521
2266_0,227,11,1089.203618,1213.153227,1213.153227,-123.949609,220.92552,49,59,8.4,11.3,14,3031.7705,23.47999954,21.709164,5,81897.79214
2267_0,180,11,6.300965116,113.6370663,113.6370663,-107.3361012,286.07306,49,59,9,11,-36,2463.969,21.93999863,26.66352,5,15106.44592
2268_0,176,10,433.3423794,745.629293,745.629293,-312.2869136,285.0026,41,53,9.9,12.4,132,6127.1265,17.6099987,33.596436,5,271593.9316
2269_0,186,11,297.6246454,515.3569589,515.3569589,-217.7323135,254.85428,49,60,8.2,11.4,56,1388.9998,23.71999931,4.855543,5,29726.14978
2270_0,210,11,216.3666652,355.2528397,355.2528397,-138.8861745,194.65053,44,59,8.4,11.7,40,4051.6733,24.65999985,19.993778,5,46531.77808
2271_0,206,11,794.054751,859.694325,859.694325,-65.639574,312.08563,42,54,9.7,12.4,-45,9528.003,22.76999855,9.057914,5,253193.4421
2272_0,226,11,1269.608235,1366.382062,1366.382062,-96.773827,228.64029,47,66,7.2,10.5,50,5912.651,33.11000061,18.70804,5,251558.0101
2275_0,228,11,718.9570201,652.9257643,718.9570201,66.0312558,162.73189,42,55,10,12,-27,4640.046,18.8599987,21.438498,5,49782.25061
2276_0,125,11,562.1881477,683.7685805,683.7685805,-121.5804328,76.16229,50,67,7.2,10.1,-69,8924.528,38.37999725,19.634256,5,358660.9554
2277_0,191,11,710.4645995,918.3115045,918.3115045,-207.846905,130.11346,37,53,9.3,12.9,61,7255.7817,37.95999908,21.73287,5,102163.6768
2278_0,121,11,1332.648044,1226.407815,1332.648044,106.240229,47.68901,48,62,7.8,11.1,43,8112.7983,21.88999939,17.721203,5,286953.7761
2279_0,116,11,229.2926095,297.5224779,297.5224779,-68.2298684,317.4486,39,53,9,12.6,-1,5862.0405,33.29000092,18.986086,5,101300.8608
2280_0,102,1,1021.584407,281.782778,1021.584407,739.801629,39.794163,35,46,11.2,13.4,4,8805.521,24.1099987,22.868444,5,284132.6337
2281_0,176,10,55.37597693,29.05551398,55.37597693,26.32046295,345.90628,34,46,11,13.1,17,1587.6958,19.13999939,0.6944101,5,47858.23958
2282_0,217,11,556.5614721,850.7655201,850.7655201,-294.204048,165.62769,51,63,7.8,10.8,-16,3853.532,29.63999939,26.188135,5,64244.51953
2283_0,100,11,1116.278512,1215.055578,1215.055578,-98.777066,342.17996,48,62,7.8,11.1,-79,9200.956,28.80999947,24.042274,5,460623.6304
2284_0,189,11,759.2571495,790.6103899,790.6103899,-31.3532404,243.11365,44,54,9.7,11.8,-27,9994.894,30.86999893,3.9444633,5,195801.3188
2286_0,152,11,1031.373793,1004.366663,1031.373793,27.00713,82.20239,43,55,9,12.1,39,7916.7334,30.38999939,9.333392,5,256106.0649
2287_0,201,10,655.6461392,612.4898867,655.6461392,43.1562525,145.12646,48,59,8.5,11.4,6,5672.584,23.32999992,13.783516,5,129731.7795
2288_0,181,11,22.16861333,96.81892684,96.81892684,-74.65031351,130.31207,46,56,8.4,12.2,12,2714.5098,34.86000061,8.674315,5,118560.6837
2289_0,102,11,439.1475816,144.1966214,439.1475816,294.9509602,336.01132,50,62,7.8,10.9,95,3853.532,27.67000008,31.993885,5,64244.51953
2290_0,187,11,127.2880828,160.1850519,160.1850519,-32.8969691,118.99793,45,55,9.5,11.8,-13,6471.5796,30.23999977,10.100013,5,213073.4619
2291_0,142,11,458.8143634,739.2177903,739.2177903,-280.4034269,84.34564,46,56,9.4,11.4,-42,9887.816,22.92000008,17.541262,5,263360.8965
2292_0,221,11,1243.110117,1189.420063,1243.110117,53.690054,245.91722,45,57,9,11.5,-55,9858.388,26.47999954,40.8272,5,233863.3707
2293_0,129,11,1016.689933,990.3609554,1016.689933,26.3289776,347.34207,35,49,10.5,12.9,-22,2439.8394,28.18999863,17.274624,5,25283.51007
2294_0,114,12,829.8782168,764.0566404,829.8782168,65.8215764,69.45869,50,67,7.2,10.1,-74,8924.528,37.97999954,21.111568,5,358660.9554
2295_0,173,11,1005.608532,1102.736648,1102.736648,-97.128116,91.26114,34,45,11.5,13.5,37,7380.509,27.59999847,8.879061,5,228074.5522
2296_0,51,11,948.6262053,1134.756318,1134.756318,-186.1301127,37.73521,46,64,7.2,10.9,-23,9413.2705,21.77000046,30.944986,5,763312.4277
2297_0,186,11,295.6756051,493.493298,493.493298,-197.8176929,179.2462,46,54,9.5,11.8,-30,4227.234,22.45999908,1.4176055,5,123803.7121
2298_0,200,11,991.1619467,1130.326698,1130.326698,-139.1647513,253.36319,36,48,10.3,13.3,22,8805.521,21.05999947,16.298447,5,284132.6337
2299_0,80,8,697.9097624,616.5127907,697.9097624,81.3969717,335.60193,55,76,6.6,8.3,13,429.1458,13.2699995,30.59563,5,429.145813
2300_0,197,9,1045.605236,379.8266108,1045.605236,665.7786252,209.80861,35,50,10.6,12.6,-16,3696.8223,34.89999771,5.9588933,5,163630.5975
2301_0,241,10,529.1989779,689.0065166,689.0065166,-159.8075387,193.45435,45,60,8.1,11.5,41,9467.203,29.1799984,22.33844,5,271329.1785
2302_0,58,10,1427.22586,1124.398631,1427.22586,302.827229,22.390848,45,55,8.9,12,123,7444.8955,28.52999878,31.759521,5,350342.8384
2303_0,163,11,659.1842579,705.6382116,705.6382116,-46.4539537,316.60538,42,55,9.4,11.8,36,9786.442,25.95999908,9.293347,5,268278.2394
2304_0,132,12,127.9419234,147.8413262,147.8413262,-19.8994028,344.22556,63,81,5.9,7.4,-93,3219.7556,25.39999962,17.779585,5,121609.9112
2305_0,220,11,870.6271226,1026.037975,1026.037975,-155.4108524,170.83983,42,60,8.7,10.7,-23,634.6121,27.45999908,19.050468,5,764.717865
2306_0,158,12,-142.305252,83.68559006,83.68559006,-225.9908421,57.34313,49,62,8,11.2,-79,1818.4983,21.40999985,8.818526,5,6907.793213
2307_0,154,11,1103.595322,1093.028666,1103.595322,10.566656,116.912415,51,62,7.8,10.9,-30,5629.7505,27.26999855,40.792618,5,306000.8881
2308_0,231,11,94.20667163,108.5339356,108.5339356,-14.32726397,225.84726,49,59,9,11,-4,2779.6106,21.93999863,22.981081,5,43720.40289
2309_0,117,11,1295.903579,1135.5296,1295.903579,160.373979,16.070656,62,77,6,8.2,76,9609.549,20.93999863,13.530896,5,195717.9208
2310_0,157,11,293.1970424,276.5863807,293.1970424,16.6106617,4.394615,35,49,10.5,12.9,-27,2439.8394,28.18999863,7.0477285,5,25283.51007
2311_0,132,11,1357.989624,1212.593049,1357.989624,145.396575,81.12209,62,79,5.5,8,13,7792.9395,26.37999916,22.371914,5,140080.3899
2312_0,236,10,1143.171466,1165.844156,1165.844156,-22.67269,180.65865,39,56,8.6,12.4,63,7255.7817,37.95999908,27.587831,5,102163.6768
2313_0,88,11,204.0011299,211.6629175,211.6629175,-7.6617876,52.056828,40,54,8.8,12.6,32,9304.438,29.89999962,27.942661,5,142535.7592
2314_0,173,11,18.51416152,-17.664958,18.51416152,36.17911952,257.1958,61,65,8.1,10.3,67,2394.754,21.52999878,27.238192,5,14050.6069
2315_0,172,11,1278.539373,1253.826525,1278.539373,24.712848,315.5433,43,52,9.6,12.3,-15,8096.6724,32.27000046,4.496697,5,218446.0367
2317_0,160,11,155.7625273,316.5750327,316.5750327,-160.8125054,71.93155,61,78,6.6,7.9,26,6015.4526,28.87999916,9.785621,5,256768.5625
2318_0,166,11,1148.847015,996.0234451,1148.847015,152.8235699,86.62372,45,57,8.6,12.1,-16,9455.58,23.56999969,9.369709,5,230569.9428
2319_0,85,11,1279.343524,1232.851482,1279.343524,46.492042,80.897934,48,62,7.8,10.9,37,9200.956,34.98999786,38.498184,5,460623.6304
2320_0,213,11,958.9715926,1043.586642,1043.586642,-84.6150494,250.93315,46,62,8,10.4,130,1007.8439,20.53999901,41.358875,5,7334.259399
2321_0,201,10,1350.818647,1182.004765,1350.818647,168.813882,275.2835,50,62,7.8,10.9,113,9419.145,26.01000023,10.632107,5,513956.1464
2322_0,96,11,1113.165528,1103.680258,1113.165528,9.48527,35.65596,38,50,10.8,12.8,-2,6322.4365,18.46999931,26.6313,5,385283.7924
2323_0,118,11,16.73721032,94.79593741,94.79593741,-78.05872709,357.72537,40,51,10.3,13.2,14,9485.056,22.86999893,19.595049,5,365965.6848
2324_0,96,11,994.8523417,1061.972618,1061.972618,-67.1202763,79.064095,39,56,8.6,12.4,-86,7255.7817,37.95999908,36.075356,5,102163.6768
2325_0,108,11,478.3612332,1010.199858,1010.199858,-531.8386248,22.348927,39,53,9.2,12.2,-7,3040.106,34.20000076,22.659523,5,43182.88733
2326_0,190,11,1482.909304,1324.398921,1482.909304,158.510383,271.97525,44,57,8.7,12,-25,1732.6871,23.23999977,21.185392,5,80691.71516
2327_0,144,10,642.7675235,707.7898537,707.7898537,-65.0223302,26.787455,49,60,8.3,11.1,-44,2994.1272,28.01000023,47.782684,5,172455.5318
2328_0,70,12,1051.3945,1063.996697,1063.996697,-12.602197,13.011544,62,80,5.6,7.8,-68,3296.824,24.22999954,33.36992,5,87817.04156
2329_0,232,11,972.2178594,776.2409893,972.2178594,195.9768701,195.32089,50,61,8.2,11,34,9932.409,31.39999962,23.849731,5,463183.1687
2330_0,149,11,959.2188988,1099.917089,1099.917089,-140.6981902,305.724,36,50,9.6,13.3,-42,10070.473,29.98999977,22.587479,5,218568.3641
2331_0,172,10,531.6665889,781.3335266,781.3335266,-249.6669377,291.09332,49,59,8.4,11.3,149,1986.0977,23.47999954,14.364326,5,43545.75604
2333_0,138,11,1213.411748,981.1385631,1213.411748,232.2731849,284.8267,45,55,8.6,12.3,31,10015.042,28.52999878,36.094418,5,232571.3318
2334_0,181,10,678.6808628,902.3843651,902.3843651,-223.7035023,117.905396,45,55,9.5,11.8,-15,6471.5796,27.86999893,10.240374,5,213073.4619
2335_0,178,10,725.155584,598.0135613,725.155584,127.1420227,283.7847,44,54,9.7,11.8,-47,8096.6724,30.63999939,1.8807914,5,218446.0367
2336_0,222,10,72.63292505,620.8833139,620.8833139,-548.2503889,198.74231,44,57,9.3,11.6,45,8612.478,24.46999931,14.415798,5,99331.91638
2337_0,224,11,900.0197665,918.7958912,918.7958912,-18.7761247,239.86157,61,74,6.4,8.8,-86,9609.549,19.93999863,40.504543,5,195717.9208
2338_0,186,11,898.8420887,1119.764571,1119.764571,-220.9224823,109.8723,61,72,6.8,9,-6,9639.897,22.71999931,12.557915,5,799829.825
2339_0,90,11,27.82077677,64.48553004,64.48553004,-36.66475327,320.03888,39,54,8.6,12.8,24,9304.438,31.56999969,36.210136,5,142535.7592
2340_0,213,11,1076.447156,1143.454344,1143.454344,-67.007188,188.65797,49,60,8.2,11.4,57,2680.6023,25.51000023,12.088416,5,64046.302
2341_0,35,11,779.8736475,741.057897,779.8736475,38.8157505,39.84323,46,58,9.1,11.1,107,5672.584,25.69999886,37.389965,5,129731.7795
2342_0,247,10,1382.28289,1161.187343,1382.28289,221.095547,183.61826,48,59,8.3,11.4,11,9948.188,26.14999962,40.957794,5,403290.2578
2343_0,239,11,1033.064148,1262.213142,1262.213142,-229.148994,187.93024,50,66,7.7,10.2,113,9775.108,27.87999916,27.847198,5,470715.9302
2344_0,204,11,523.3144558,864.6450982,864.6450982,-341.3306424,185.42714,62,65,7.6,10.1,-67,2207.9954,22.71999931,7.608629,5,22079.06741
2345_0,196,11,271.2916703,293.2914306,293.2914306,-21.9997603,263.87772,49,62,8,10.7,38,4051.6733,35.27999878,15.177942,5,46531.77808
2346_0,97,11,887.7104963,1072.726013,1072.726013,-185.0155167,347.6185,62,80,5.6,7.8,90,6015.4526,27.43000031,24.931543,5,256768.5625
2347_0,138,11,737.6092837,903.2506414,903.2506414,-165.6413577,13.522711,39,51,10.8,12.8,3,5258.5767,19,9.296935,5,438076.6129
2348_0,45,4,882.5089111,615.2603501,882.5089111,267.248561,60.107704,54,75,6.7,8.5,-48,3230.9253,14.36999989,35.014828,5,141803.8525
2349_0,242,11,595.9213929,687.4084046,687.4084046,-91.4870117,191.01685,45,57,9,11.5,-54,5449.197,24.71999931,30.35127,5,234576.682
2350_0,224,11,216.3882801,265.2287108,265.2287108,-48.8404307,242.4072,51,62,7.7,10.9,-98,6074.3643,31.51999855,32.72614,5,416960.1324
2351_0,47,11,436.9031786,50.95814019,436.9031786,385.9450384,24.770071,61,78,6.6,7.9,16,6015.4526,27.78999901,38.728794,5,256768.5625
2352_0,139,11,23.5934623,19.32498758,23.5934623,4.26847472,328.23615,46,58,9.1,11.1,8,5622.7617,23.1099987,16.81606,5,71111.02869
2353_0,153,11,494.382819,595.4117228,595.4117228,-101.0289038,73.0474,40,54,9.8,12.2,32,7658.4375,19.68000031,12.944755,5,485380.5542
2354_0,207,11,827.0277993,896.3664755,896.3664755,-69.3386762,208.48059,47,60,8.2,11.3,85,5176.3076,21.5,23.466639,5,623241.7799
2355_0,228,11,1169.613086,1106.989847,1169.613086,62.623239,163.96976,50,62,7.8,10.9,-46,9647.551,26.01000023,38.94831,5,437971.7521
2356_0,187,11,1144.50296,1261.85856,1261.85856,-117.3556,282.2238,50,62,8.2,10.7,52,8049.3516,23.59000015,11.020064,5,203292.1989
2357_0,248,10,495.9996751,246.0034513,495.9996751,249.9962238,195.43713,37,53,9.3,12.9,-137,3762.031,37.36000061,34.38427,5,152579.5618
2358_0,204,11,1388.997081,1221.415888,1388.997081,167.581193,263.7862,51,63,7.8,10.8,96,3091.475,32.45000076,32.806007,5,82516.94373
2359_0,201,11,87.15372049,122.0240164,122.0240164,-34.87029591,257.74622,36,50,9.6,13.3,-97,5886.768,29.9299984,17.785976,5,90087.59467
2360_0,141,11,173.854547,319.9036077,319.9036077,-146.0490607,5.039391,33,47,10.4,13.6,-72,3696.8223,35.54000092,21.486021,5,163630.5975
2361_0,238,10,888.0153442,858.9850501,888.0153442,29.0302941,172.37376,62,78,5.8,8.1,28,5417.5493,21.11999893,29.7964,5,80579.83464
2362_0,208,11,1071.19805,1147.082812,1147.082812,-75.884762,259.69397,49,59,9,11,31,3031.7705,21.26000023,36.062218,5,81897.79214
2363_0,170,11,842.9233159,1025.493038,1025.493038,-182.5697221,16.226875,61,74,6.2,8.9,12,9497.333,21.39999962,4.7194624,5,582508.001
2364_0,135,11,27.6278262,-155.3270259,27.6278262,182.9548521,58.51115,55,77,6.4,8.1,25,2528.7505,14.89999962,16.137596,5,43971.3349
2365_0,137,11,1262.261687,843.2256933,1262.261687,419.0359937,92.106026,62,78,5.8,8.1,55,5417.5493,21.11999893,21.537066,5,80579.83464
2366_0,140,11,579.2644048,894.4764188,894.4764188,-315.212014,324.1645,46,58,8.6,11.5,-91,9647.551,27.45999908,18.998058,5,437971.7521
2367_0,192,10,1025.250386,951.4152371,1025.250386,73.8351489,129.12537,45,55,8.6,12.3,-31,10015.042,28.52999878,52.923397,5,232571.3318
2368_0,128,11,256.4667868,494.7406631,494.7406631,-238.2738763,53.284027,36,50,9.6,13.3,51,10032.42,27.59999847,13.237157,5,222983.4319
2369_0,221,11,42.97568498,59.67520444,59.67520444,-16.69951946,188.26645,38,55,8.7,12.5,0,2138.6836,32.04000092,15.001383,5,13427.70087
2370_0,116,11,1448.213553,1250.321108,1448.213553,197.892445,46.16993,62,79,5.5,8,9,3706.1006,22.79999924,18.732248,5,76848.59924
2371_0,141,11,150.2671142,143.8191952,150.2671142,6.447919,36.459652,50,66,7.7,10.2,-143,8924.528,35.75999832,14.308302,5,358660.9554
2372_0,224,11,20.74724836,75.59988602,75.59988602,-54.85263766,254.28786,58,65,7.8,10,-63,615.3246,29.04999924,33.401367,5,849.861618
2373_0,161,11,1239.625166,1216.898908,1239.625166,22.726258,33.11195,43,52,9.6,12.3,-21,8096.6724,32.27000046,6.48041,5,218446.0367
2374_0,224,11,1338.741216,989.4495399,1338.741216,349.2916761,241.34544,62,77,6,8.2,46,8792.572,18.20999908,22.263039,5,376787.0821
2375_0,228,11,1271.544019,784.3688075,1271.544019,487.1752115,186.44768,62,76,5.8,8.6,-37,9639.897,22.71999931,12.42163,5,799829.825
2376_0,246,11,1378.943022,1122.637676,1378.943022,256.305346,225.50267,48,59,8.3,11.4,-19,9948.188,26.14999962,35.44015,5,403290.2578
2377_0,181,12,835.2096954,1113.483106,1113.483106,-278.2734106,288.95267,51,61,8.3,10.8,13,3400.2017,16.80999947,6.8353224,5,29804.73535
2378_0,201,11,744.8850431,770.6590546,770.6590546,-25.7740115,130.40459,41,53,8.9,12.7,-16,7017.6133,32.80999756,10.598043,5,351108.7128
2379_0,178,11,639.295941,656.4391585,656.4391585,-17.1432175,98.02729,53,74,6.8,8.7,-7,2412.9514,13.42999935,3.849388,5,5846.11676
2380_0,235,12,201.3582659,335.6167873,335.6167873,-134.2585214,210.26575,51,61,8.3,10.8,-9,1388.9998,22.26999855,24.191757,5,29726.14978
2381_0,156,11,678.2624369,892.0144409,892.0144409,-213.752004,336.6557,32,46,10.9,13.5,-36,2240.8599,35.54000092,9.508637,5,152901.0496
2382_0,126,11,1048.291559,799.7745708,1048.291559,248.5169882,91.67017,64,81,6,7.5,-8,8592.118,23.01000023,33.230263,5,128336.5712
2383_0,97,11,675.932618,1096.870094,1096.870094,-420.937476,339.77863,60,74,7.2,8.5,22,9525.049,22.37999916,28.376152,5,440450.8925
2384_0,237,5,1286.01518,920.4441824,1286.01518,365.5709976,165.95319,62,76,5.8,8.6,49,9654.514,14.92000008,28.482195,5,387462.6733
2385_0,131,11,254.0269186,381.0348203,381.0348203,-127.0079017,337.8484,50,66,7.7,10.2,-63,9775.108,27.87999916,22.701176,5,470715.9302
2386_0,191,11,116.33422,169.3230013,169.3230013,-52.9887813,173.76335,51,62,8.3,10.6,-88,3058.0676,22.29999924,4.2421265,5,69133.37308
2387_0,185,10,24.50693718,-70.18090988,24.50693718,94.68784706,200.30183,63,66,7.7,10,-31,7830.224,22.98999977,2.9310787,5,152690.4116
2388_0,211,10,-1698.057776,-19.35051712,-19.35051712,-1678.707259,250.91342,42,53,9.5,12.6,-29,1634.1294,20.75,15.960623,5,24550.15179
2390_0,152,10,799.1661562,394.012203,799.1661562,405.1539532,89.04971,38,49,10.5,12.8,-21,9669.137,13.17999935,33.59103,5,410094.6182
2391_0,199,11,769.382358,961.4729183,961.4729183,-192.0905603,147.33284,64,83,5.2,7.4,-68,8617.861,25.39999962,15.252714,5,227993.0307
2392_0,234,11,301.6255645,661.7713132,661.7713132,-360.1457487,174.07939,47,60,8.2,11.1,-78,3853.532,26.45999908,23.731579,5,64244.51953
2393_0,197,11,1386.417922,1312.683537,1386.417922,73.734385,258.74545,62,78,5.8,8.1,-3,8592.118,23.94999886,13.248054,5,128336.5712
2394_0,168,11,1264.099467,1122.031602,1264.099467,142.067865,115.49479,46,58,8.6,11.5,-7,9647.551,26.63999939,27.87883,5,437971.7521
2395_0,37,11,140.5828351,154.3292459,154.3292459,-13.7464108,55.520065,39,59,9.2,11,4,703.6548,32.18000031,41.19082,5,4158.427139
2396_0,97,11,107.7779753,-55.7289009,107.7779753,163.5068762,11.919657,43,58,8.1,11.8,-96,9808.075,31.76999855,24.03623,5,288604.4801
2397_0,184,10,242.1734894,203.7423357,242.1734894,38.4311537,265.20392,41,53,9.6,11.8,-31,6785.1685,17.37999916,0.7707979,5,156929.1868
2398_0,211,11,1817.337225,1122.577487,1817.337225,694.759738,238.46953,62,76,5.8,8.6,-49,9639.897,22.71999931,12.084041,5,799829.825
2399_0,190,11,1036.885823,1234.508553,1234.508553,-197.62273,270.00232,43,52,9.6,12.3,-10,8096.6724,32.27000046,33.308296,5,218446.0367
2400_0,170,11,401.3432721,676.8068308,676.8068308,-275.4635587,275.28223,45,59,8.4,11.4,-98,7063.4434,32.15999985,27.782393,5,471649.5624
2401_0,194,11,668.0201104,998.9715969,998.9715969,-330.9514865,172.48918,47,55,9.8,11.4,24,5292.466,19.28999901,11.403805,5,155215.9604
2402_0,177,11,128.6263218,207.6719597,207.6719597,-79.0456379,119.07894,64,79,6,7.8,-7,7198,20.17000008,22.176083,5,214883.4157
2403_0,177,11,109.7455073,107.850865,109.7455073,1.8946423,323.09717,34,46,11,13.1,14,9812.753,21.69999886,1.4982468,5,177348.5354
2404_0,201,11,-65.37244321,85.58684904,85.58684904,-150.9592923,236.48608,51,69,6.8,9.9,-54,1913.5663,36.32999802,28.272306,5,85973.69077
2405_0,215,11,1328.789419,1012.719222,1328.789419,316.070197,167.13414,51,71,7,9.3,-98,4191.99,20.86999893,23.409765,5,67840.1633
2406_0,134,11,49.57066137,48.94472757,49.57066137,0.6259338,14.63569,34,45,11.5,13.5,-10,10032.42,28.14999962,13.46358,5,222983.4319
2407_0,211,11,884.9404828,1143.668974,1143.668974,-258.7284912,254.04048,38,52,9.9,12.2,24,9304.438,31.30999947,23.949677,5,142535.7592
2408_0,126,11,1269.548075,1117.070983,1269.548075,152.477092,358.93958,49,60,8,11.3,-53,6403.857,32.06999969,13.110159,5,436176.3999
2409_0,111,11,1054.002805,983.3547176,1054.002805,70.6480874,95.876396,61,78,6.6,7.9,105,9347.974,22.64999962,37.715004,5,320128.9899
2410_0,227,10,848.3461084,953.6467359,953.6467359,-105.3006275,160.3645,61,79,5.9,8,-21,3219.7556,22.80999947,22.186491,5,121609.9112
2411_0,136,11,1396.149915,1117.775226,1396.149915,278.374689,102.95137,40,53,9.8,12.2,-31,9946.843,24.46999931,32.11993,5,201723.4694
2412_0,127,11,994.9305312,985.7267301,994.9305312,9.2038011,76.32045,40,52,10.4,12.6,-11,7780.3975,23.13999939,22.552103,5,261285.6555
2413_0,133,12,1264.59177,1123.690443,1264.59177,140.901327,73.06069,42,55,9.4,11.8,1,9360.017,25.05999947,18.67064,5,219808.9872
2414_0,128,10,697.0033923,964.5403959,964.5403959,-267.5370036,93.3576,37,53,9.3,12.9,-24,7255.7817,37.95999908,28.474522,5,102163.6768
2415_0,196,12,123.6639678,257.7326134,257.7326134,-134.0686456,134.40294,62,77,6.5,8,-1,5720.753,24.35000038,15.7935,5,116140.0109
2416_0,174,11,114.5758767,230.7986224,230.7986224,-116.2227457,117.185425,62,65,7.6,10.1,69,5322.959,24.97999954,7.8207626,5,91863.76552
2417_0,181,11,68.03411551,99.76900102,99.76900102,-31.73488551,101.22252,65,83,5.7,7.2,43,1194.8325,17.85000038,4.471787,5,29251.80179
2418_0,111,10,201.0919722,878.9953501,878.9953501,-677.9033779,317.6974,44,57,8.8,12.1,171,7769.0083,25.75,30.386044,5,220659.3487
2419_0,249,10,637.6056711,765.1805485,765.1805485,-127.5748774,205.85823,52,64,7.5,10.5,143,574.00964,28.64999962,28.20453,5,574.0096436
2420_0,197,11,1019.303719,1184.898959,1184.898959,-165.59524,260.30905,50,62,7.8,10.9,55,9419.145,31.69999886,21.054342,5,513956.1464
2421_0,164,11,32.74281923,107.3396947,107.3396947,-74.59687547,315.98447,42,54,9.3,12.8,17,6639.0967,17.18000031,12.799306,5,245320.1654
2422_0,178,11,262.8679381,413.9682753,413.9682753,-151.1003372,150.22089,50,65,7.5,10.5,-82,4920.8594,23.75,19.218037,5,105992.7393
2423_0,164,11,1050.94148,1034.469512,1050.94148,16.471968,108.183014,50,65,7.5,10.5,-82,4920.8594,23.75,20.949371,5,105992.7393
