year,ecoregion,state,severity,struccond,hectares_burned,lsr_hectares_burned,region_hectares,region_lsr_hectares,region_og_hectares,region_lsr_og_hectares,yr_group
1991,Coast Range,Oregon,Low / moderate,Sapling/pole - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,Moderate / high,Sapling/pole - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,High,Sapling/pole - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,Very high,Sapling/pole - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,Very low / unburned,Small/medium tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,Low,Small/medium tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,Low / moderate,Small/medium tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,Moderate / high,Small/medium tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,High,Small/medium tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,Very high,Small/medium tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,Very low / unburned,Large tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,Low,Large tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,Low / moderate,Large tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,Moderate / high,Large tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,High,Large tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,Very high,Large tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,Very low / unburned,Large/giant tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,Low,Large/giant tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,Low / moderate,Large/giant tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,Moderate / high,Large/giant tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,High,Large/giant tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Coast Range,Oregon,Very high,Large/giant tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,378895.94999999995,133454.07,1985 - 2019
1991,Olympic Peninsula,Washington,Very low / unburned,Nonforest,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Low,Nonforest,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Low / moderate,Nonforest,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Moderate / high,Nonforest,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,High,Nonforest,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Very high,Nonforest,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Very low / unburned,Sparse,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Low,Sparse,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Low / moderate,Sparse,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Moderate / high,Sparse,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,High,Sparse,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Very high,Sparse,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Very low / unburned,Open,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Low,Open,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Low / moderate,Open,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Moderate / high,Open,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,High,Open,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Very high,Open,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Very low / unburned,Sapling/pole - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Low,Sapling/pole - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Low / moderate,Sapling/pole - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Moderate / high,Sapling/pole - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,High,Sapling/pole - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Very high,Sapling/pole - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Very low / unburned,Small/medium tree - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Low,Small/medium tree - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Low / moderate,Small/medium tree - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Moderate / high,Small/medium tree - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,High,Small/medium tree - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Very high,Small/medium tree - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Very low / unburned,Large tree - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Low,Large tree - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Low / moderate,Large tree - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Moderate / high,Large tree - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,High,Large tree - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Very high,Large tree - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Very low / unburned,Large/giant tree - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Low,Large/giant tree - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Low / moderate,Large/giant tree - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Moderate / high,Large/giant tree - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,High,Large/giant tree - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Olympic Peninsula,Washington,Very high,Large/giant tree - moderate/closed,0.0,0.0,1733874.3235972885,149682.15010059494,336507.66000000003,62922.6,1985 - 2019
1991,Western Cascades,Oregon,Very low / unburned,Nonforest,19.35,6.66,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Low,Nonforest,4.95,2.34,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Low / moderate,Nonforest,10.8,5.31,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Moderate / high,Nonforest,11.79,5.76,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,High,Nonforest,5.04,4.41,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Very high,Nonforest,6.3,6.12,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Very low / unburned,Sparse,82.08,65.25,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Low,Sparse,8.82,7.29,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Low / moderate,Sparse,19.8,15.3,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Moderate / high,Sparse,20.25,14.85,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,High,Sparse,7.2,5.49,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Very high,Sparse,6.3,0.99,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Very low / unburned,Open,67.59,41.76,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Low,Open,9.0,6.75,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Low / moderate,Open,17.73,12.87,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Moderate / high,Open,19.8,11.97,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,High,Open,10.62,4.14,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Very high,Open,2.43,0.63,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Very low / unburned,Sapling/pole - moderate/closed,95.76,60.66,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Low,Sapling/pole - moderate/closed,16.29,11.52,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Low / moderate,Sapling/pole - moderate/closed,29.79,19.89,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Moderate / high,Sapling/pole - moderate/closed,26.19,15.12,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,High,Sapling/pole - moderate/closed,19.35,8.55,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Very high,Sapling/pole - moderate/closed,13.68,3.33,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Very low / unburned,Small/medium tree - moderate/closed,248.76,114.84,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Low,Small/medium tree - moderate/closed,38.7,25.2,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Low / moderate,Small/medium tree - moderate/closed,71.55,49.23,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Moderate / high,Small/medium tree - moderate/closed,87.66,63.9,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,High,Small/medium tree - moderate/closed,59.76,38.16,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Very high,Small/medium tree - moderate/closed,58.95,38.43,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Very low / unburned,Large tree - moderate/closed,417.33,220.23,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Low,Large tree - moderate/closed,68.22,52.02,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Low / moderate,Large tree - moderate/closed,137.16,108.45,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Moderate / high,Large tree - moderate/closed,173.79,146.25,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,High,Large tree - moderate/closed,124.83,92.16,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Very high,Large tree - moderate/closed,160.11,103.32,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Very low / unburned,Large/giant tree - moderate/closed,412.38,279.72,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Low,Large/giant tree - moderate/closed,94.77,72.81,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Low / moderate,Large/giant tree - moderate/closed,209.16,166.68,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Moderate / high,Large/giant tree - moderate/closed,231.84,185.31,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,High,Large/giant tree - moderate/closed,148.5,100.8,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Oregon,Very high,Large/giant tree - moderate/closed,178.74,96.39,2894036.740370086,539256.5354734417,894901.59,245169.18,1985 - 2019
1991,Western Cascades,Washington,Very low / unburned,Nonforest,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Low,Nonforest,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Low / moderate,Nonforest,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Moderate / high,Nonforest,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,High,Nonforest,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Very high,Nonforest,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Very low / unburned,Sparse,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Low,Sparse,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Low / moderate,Sparse,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Moderate / high,Sparse,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,High,Sparse,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Very high,Sparse,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Very low / unburned,Open,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Low,Open,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Low / moderate,Open,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Moderate / high,Open,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,High,Open,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Very high,Open,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Very low / unburned,Sapling/pole - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Low,Sapling/pole - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Low / moderate,Sapling/pole - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Moderate / high,Sapling/pole - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,High,Sapling/pole - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Very high,Sapling/pole - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Very low / unburned,Small/medium tree - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Low,Small/medium tree - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Low / moderate,Small/medium tree - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Moderate / high,Small/medium tree - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,High,Small/medium tree - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Very high,Small/medium tree - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Very low / unburned,Large tree - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Low,Large tree - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Low / moderate,Large tree - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Moderate / high,Large tree - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,High,Large tree - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Very high,Large tree - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Very low / unburned,Large/giant tree - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Low,Large/giant tree - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Low / moderate,Large/giant tree - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Moderate / high,Large/giant tree - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,High,Large/giant tree - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1991,Western Cascades,Washington,Very high,Large/giant tree - moderate/closed,0.0,0.0,3265293.77957186,467968.4460690933,715829.9400000001,175823.64,1985 - 2019
1992,Coast Range,Oregon,Very low / unburned,Nonforest,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Low,Nonforest,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Low / moderate,Nonforest,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Moderate / high,Nonforest,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,High,Nonforest,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Very high,Nonforest,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Very low / unburned,Sparse,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Low,Sparse,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Low / moderate,Sparse,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Moderate / high,Sparse,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,High,Sparse,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Very high,Sparse,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Very low / unburned,Open,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Low,Open,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Low / moderate,Open,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Moderate / high,Open,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,High,Open,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Very high,Open,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Very low / unburned,Sapling/pole - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Low,Sapling/pole - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Low / moderate,Sapling/pole - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Moderate / high,Sapling/pole - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,High,Sapling/pole - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Very high,Sapling/pole - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Very low / unburned,Small/medium tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Low,Small/medium tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Low / moderate,Small/medium tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Moderate / high,Small/medium tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,High,Small/medium tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Very high,Small/medium tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Very low / unburned,Large tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Low,Large tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Low / moderate,Large tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Moderate / high,Large tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,High,Large tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Very high,Large tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
1992,Coast Range,Oregon,Very low / unburned,Large/giant tree - moderate/closed,0.0,0.0,2358035.030915044,353348.44332383265,376659.72,133653.33000000002,1985 - 2019
